v,vw,o,c,h,l,t,n
103030.0,267.8938,267.865,267.945,268.0,267.78,1762194360000,1341
33316.0,267.8328,267.945,267.8734,267.945,267.7602,1762194420000,733
38031.0,267.9322,267.875,267.9117,268.0,267.8501,1762194480000,840
42976.0,267.7726,267.94,267.678,267.948,267.602,1762194540000,881
26294.0,267.7281,267.7099,267.7499,267.7788,267.68,1762194600000,789
40774.0,267.7419,267.735,267.88,267.88,267.6804,1762194660000,970
67383.0,267.9842,267.862,268.09,268.1,267.8601,1762194720000,1381
30091.0,268.0932,268.09,268.095,268.14,268.0686,1762194780000,743
74131.0,268.2728,268.08,268.265,268.4,268.08,1762194840000,1437
49655.0,268.3074,268.2943,268.44,268.44,268.22,1762194900000,1040
109804.0,268.5145,268.44,268.555,268.62,268.435,1762194960000,1576
39830.0,268.4761,268.56,268.47,268.56,268.4125,1762195020000,1004
59222.0,268.5096,268.476,268.405,268.59,268.3801,1762195080000,963
35676.0,268.3779,268.43,268.335,268.45,268.305,1762195140000,853
31556.0,268.2984,268.335,268.31,268.34,268.23,1762195200000,908
22526.0,268.3496,268.305,268.375,268.39,268.29,1762195260000,646
27194.0,268.4179,268.39,268.4,268.47,268.37,1762195320000,696
39734.0,268.4784,268.4,268.445,268.547,268.4,1762195380000,874
35622.0,268.4839,268.46,268.535,268.55,268.43,1762195440000,681
37827.0,268.5252,268.535,268.5708,268.58,268.5,1762195500000,892
28888.0,268.5106,268.5778,268.45,268.58,268.42,1762195560000,677
42896.0,268.4195,268.47,268.43,268.5,268.33,1762195620000,879
17368.0,268.4014,268.43,268.37,268.43,268.37,1762195680000,542
23600.0,268.3647,268.36,268.36,268.4,268.32,1762195740000,617
38599.0,268.3819,268.375,268.4318,268.44,268.31,1762195800000,862
33307.0,268.2849,268.43,268.16,268.43,268.15,1762195860000,868
40082.0,268.1345,268.15,268.14,268.19,268.08,1762195920000,922
32163.0,268.2029,268.14,268.26,268.27,268.135,1762195980000,804
62061.0,268.1636,268.24,268.15,268.28,268.06,1762196040000,1074
41693.0,268.0962,268.155,268.11,268.17,268.02,1762196100000,908
37591.0,268.2172,268.115,268.34,268.34,268.1,1762196160000,846
39402.0,268.2922,268.34,268.28,268.34,268.255,1762196220000,919
29010.0,268.2417,268.285,268.225,268.285,268.22,1762196280000,642
34710.0,268.1448,268.23,268.13,268.2399,268.095,1762196340000,783
55340.0,268.2071,268.14,268.21,268.31,268.11,1762196400000,1336
57786.0,268.1953,268.22,268.23,268.245,268.07,1762196460000,1111
71995.0,267.906,268.23,267.88,268.23,267.75,1762196520000,1587
30045.0,267.8744,267.88,267.86,267.91,267.825,1762196580000,860
102144.0,267.8745,267.86,267.855,268.0,267.77,1762196640000,2092
45051.0,267.8795,267.855,267.865,267.92,267.815,1762196700000,941
109031.0,267.8385,267.88,267.73,267.94,267.73,1762196760000,1384
42639.0,267.7091,267.73,267.68,267.74,267.6736,1762196820000,1103
163525.0,267.618,267.6999,267.615,267.6999,267.51,1762196880000,1548
40621.0,267.6026,267.6,267.6,267.64,267.5402,1762196940000,876
48423.0,267.5273,267.59,267.52,267.59,267.47,1762197000000,998
52786.0,267.504,267.5165,267.54,267.585,267.37,1762197060000,976
64657.0,267.5624,267.5302,267.645,267.7499,267.4801,1762197120000,1000
32014.0,267.6443,267.6628,267.62,267.6859,267.61,1762197180000,783
36375.0,267.5807,267.625,267.6356,267.6723,267.54,1762197240000,770
41618.0,267.6404,267.6226,267.7,267.7,267.5879,1762197300000,842
44314.0,267.6254,267.69,267.5138,267.77,267.5,1762197360000,978
36561.0,267.5307,267.515,267.57,267.6,267.48,1762197420000,885
41387.0,267.5776,267.55,267.57,267.625,267.54,1762197480000,860
65942.0,267.4963,267.585,267.44,267.6,267.39,1762197540000,1208
56130.0,267.4571,267.42,267.44,267.525,267.37,1762197600000,1067
53266.0,267.4611,267.45,267.5151,267.56,267.38,1762197660000,1000
58756.0,267.5297,267.49,267.52,267.64,267.4103,1762197720000,1025
65926.0,267.4991,267.54,267.535,267.585,267.43,1762197780000,1010
27515.0,267.5684,267.5351,267.6117,267.6117,267.535,1762197840000,658
39293.0,267.5383,267.63,267.56,267.63,267.48,1762197900000,861
22589.0,267.567,267.545,267.58,267.6136,267.5301,1762197960000,565
42559.0,267.5765,267.585,267.57,267.65,267.53,1762198020000,835
46240.0,267.5627,267.55,267.52,267.6586,267.48,1762198080000,1000
140873.0,267.4102,267.52,267.32,267.52,267.31,1762198140000,1467
43119.0,267.401,267.32,267.495,267.5294,267.31,1762198200000,878
52664.0,267.3369,267.51,267.265,267.53,267.23,1762198260000,1046
38598.0,267.2705,267.25,267.275,267.36,267.17,1762198320000,811
42894.0,267.3063,267.275,267.2901,267.36,267.2681,1762198380000,942
32062.0,267.3075,267.31,267.33,267.34,267.28,1762198440000,828
57049.0,267.2933,267.32,267.29,267.35,267.24,1762198500000,947
25824.0,267.3042,267.29,267.26,267.36,267.25,1762198560000,667
52537.0,267.2718,267.26,267.2236,267.32,267.1855,1762198620000,819
74244.0,267.1576,267.225,267.13,267.24,267.11,1762198680000,929
16840.0,267.138,267.13,267.1299,267.15,267.1,1762198740000,506
47757.0,267.0947,267.1,267.11,267.13,267.05,1762198800000,923
36369.0,267.0868,267.12,267.055,267.13,267.04,1762198860000,765
80857.0,266.9815,267.055,266.9599,267.08,266.91,1762198920000,1681
29542.0,266.9488,266.9201,266.96,266.97,266.9104,1762198980000,690
45792.0,267.07,266.96,267.09,267.15,266.95,1762199040000,861
41901.0,267.128,267.085,267.135,267.187,267.085,1762199100000,901
38007.0,267.1406,267.14,267.1574,267.19,267.11,1762199160000,681
38768.0,267.2314,267.17,267.26,267.27,267.17,1762199220000,892
35492.0,267.1817,267.26,267.14,267.27,267.115,1762199280000,773
30326.0,267.2072,267.16,267.245,267.2778,267.1403,1762199340000,741
31237.0,267.2109,267.2401,267.1346,267.26,267.1346,1762199400000,694
71827.0,267.2857,267.1571,267.3147,267.38,267.156,1762199460000,1283
33144.0,267.2705,267.3355,267.2395,267.35,267.2301,1762199520000,677
35014.0,267.2129,267.2595,267.22,267.26,267.165,1762199580000,581
34168.0,267.2825,267.2186,267.34,267.35,267.2186,1762199640000,690
41209.0,267.3289,267.3327,267.38,267.3836,267.28,1762199700000,834
38416.0,267.34,267.38,267.3,267.3804,267.2971,1762199760000,729
38812.0,267.2645,267.29,267.255,267.3,267.2103,1762199820000,836
38648.0,267.2404,267.26,267.25,267.28,267.1822,1762199880000,804
38280.0,267.2294,267.24,267.195,267.29,267.185,1762199940000,781
73218.0,267.197,267.2,267.0578,267.24,267.05,1762200000000,1131
48769.0,267.0344,267.0613,267.0299,267.09,266.98,1762200060000,1302
36742.0,267.0206,267.01,267.04,267.09,266.9522,1762200120000,755
39055.0,267.0213,267.07,267.055,267.07,266.965,1762200180000,807
42392.0,267.063,267.055,267.06,267.1,267.0301,1762200240000,755
54300.0,267.1151,267.06,267.1,267.17,267.051,1762200300000,993
30756.0,267.1128,267.1,267.11,267.14,267.09,1762200360000,682
40485.0,267.049,267.11,266.98,267.13,266.971,1762200420000,989
79486.0,267.1119,266.99,267.14,267.17,266.99,1762200480000,1065
65844.0,267.2177,267.13,267.31,267.33,267.11,1762200540000,1094
83739.0,267.224,267.3,267.25,267.31,267.175,1762200600000,1329
57084.0,267.1274,267.255,267.145,267.2578,267.0401,1762200660000,969
52204.0,267.1707,267.15,267.16,267.22,267.1402,1762200720000,1034
41999.0,267.2556,267.16,267.29,267.3,267.15,1762200780000,799
65768.0,267.3266,267.3,267.29,267.39,267.2601,1762200840000,1007
59597.0,267.2707,267.3,267.22,267.3785,267.1804,1762200900000,1122
57233.0,267.2936,267.24,267.3217,267.3385,267.2301,1762200960000,953
52319.0,267.3508,267.34,267.335,267.38,267.3104,1762201020000,932
75300.0,267.3919,267.33,267.3603,267.44,267.33,1762201080000,1375
45286.0,267.3819,267.365,267.3886,267.425,267.34,1762201140000,933
72003.0,267.4812,267.4013,267.485,267.56,267.3864,1762201200000,1190
61997.0,267.5262,267.5,267.53,267.57,267.48,1762201260000,1004
95486.0,267.6481,267.5036,267.69,267.75,267.5036,1762201320000,1565
109169.0,267.6998,267.6997,267.66,267.77,267.61,1762201380000,1443
78325.0,267.6348,267.66,267.66,267.7,267.5112,1762201440000,1464
82753.0,267.6351,267.66,267.5899,267.69,267.531,1762201500000,1232
68553.0,267.6792,267.575,267.7068,267.75,267.575,1762201560000,1098
46993.0,267.6978,267.71,267.675,267.75,267.6433,1762201620000,867
51506.0,267.7374,267.675,267.75,267.79,267.66,1762201680000,933
55115.0,267.6871,267.76,267.62,267.77,267.61,1762201740000,991
202900.0,267.7427,267.63,267.76,267.79,267.63,1762201800000,1123
63233.0,267.8338,267.77,267.92,267.95,267.735,1762201860000,1077
74651.0,267.9048,267.925,267.765,267.97,267.765,1762201920000,1180
71549.0,267.7855,267.765,267.745,267.85,267.725,1762201980000,1316
63796.0,267.7525,267.745,267.74,267.8,267.697,1762202040000,1153
73725.0,267.8428,267.74,267.965,267.965,267.735,1762202100000,1270
116935.0,267.9104,267.96,267.81,268.035,267.78,1762202160000,1777
68133.0,267.8939,267.805,267.935,267.945,267.805,1762202220000,1278
91915.0,267.9373,267.92,267.92,268.02,267.8855,1762202280000,1419
63332.0,267.8364,267.9001,267.74,267.93,267.735,1762202340000,1167
85160.0,267.7407,267.74,267.7901,267.84,267.62,1762202400000,1426
80280.0,267.7224,267.805,267.73,267.805,267.66,1762202460000,1359
52768.0,267.7775,267.73,267.885,267.885,267.72,1762202520000,1063
67123.0,267.927,267.8825,267.97,268.02,267.86,1762202580000,1300
71535.0,268.0159,267.97,268.06,268.09,267.947,1762202640000,1199
62158.0,268.0427,268.09,268.02,268.0999,268.01,1762202700000,1117
61192.0,268.0117,268.025,268.025,268.06,267.97,1762202760000,1234
66446.0,268.0482,268.025,268.0,268.1,267.99,1762202820000,1237
84717.0,267.9438,268.0,267.8999,268.02,267.8401,1762202880000,1210
73168.0,267.8458,267.9,267.8401,267.92,267.77,1762202940000,1378
166075.0,267.6777,267.83,267.63,267.99,267.52,1762203000000,2905
149913.0,267.5598,267.625,267.4902,267.669,267.46,1762203060000,2145
148531.0,267.6272,267.5,267.6191,267.74,267.49,1762203120000,2395
158593.0,267.7111,267.61,267.755,267.831,267.53,1762203180000,2420
235720.0,267.6742,267.74,267.66,267.9,267.54,1762203240000,3485
279529.0,268.2365,267.67,268.48,268.49,267.65,1762203300000,4085
274109.0,268.5538,268.49,268.715,268.72,268.46,1762203360000,3748
267440.0,268.6839,268.71,268.74,268.8,268.61,1762203420000,3844
400060.0,268.9085,268.74,269.05,269.06,268.72,1762203480000,5457
1062765.0,268.9833,269.05,269.06,269.12,268.82,1762203540000,13449
2068348.0,269.0491,269.05,268.75,269.05,268.4637,1762203600000,283
6226.0,268.7582,268.6,268.77,268.77,268.4303,1762203660000,111
2808.0,268.77,268.76,268.79,268.8,268.7,1762203720000,99
6118.0,268.824,268.79,268.85,268.865,268.76,1762203780000,124
12247.0,269.0088,268.85,268.83,269.05,268.8,1762203840000,57
16350.0,268.8506,268.84,268.81,269.04,268.8002,1762203900000,366
2374.0,268.641,268.79,268.71,268.79,268.51,1762203960000,46
2773.0,268.6678,268.7,268.6778,268.79,268.52,1762204020000,67
1867.0,268.7015,268.74,268.72,268.74,268.68,1762204080000,45
1116.0,268.6271,268.71,268.6877,268.71,268.53,1762204140000,43
1369.0,268.6254,268.7,268.5597,268.7,268.5597,1762204200000,57
4203.0,268.5776,268.65,268.55,268.68,268.55,1762204260000,59
12027.0,268.8784,268.6722,268.83,269.22,268.61,1762204320000,191
567.0,268.6604,268.4,268.4,268.4,268.4,1762204380000,32
993.0,268.7136,268.5675,268.5675,268.5675,268.5675,1762204500000,62
1091.0,268.6172,268.55,268.58,268.61,268.55,1762204560000,56
988.0,268.7348,268.74,268.78,268.78,268.73,1762204680000,38
1613.0,268.6797,268.7,268.6163,268.74,268.6163,1762204740000,31
1181.0,268.6716,268.79,268.31,268.79,268.31,1762204800000,53
345.0,268.7463,268.75,268.75,268.75,268.75,1762204860000,25
510.0,268.6103,268.6,268.6,268.6,268.6,1762204920000,19
678.0,268.7113,268.64,268.75,268.75,268.64,1762204980000,36
450.0,268.6372,268.63,268.65,268.65,268.63,1762205100000,20
1128.0,268.6006,268.61,268.6,268.61,268.6,1762205160000,38
1432.0,268.5711,268.6,268.53,268.6,268.53,1762205220000,53
1605.0,268.5951,268.58,268.6,268.6,268.58,1762205340000,26
569.0,268.6148,268.61,268.61,268.61,268.61,1762205400000,28
617.0,268.613,268.61,268.6119,268.62,268.61,1762205460000,22
285.0,268.6116,268.61,268.61,268.61,268.61,1762205580000,20
1066.0,268.6027,268.61,268.53,268.65,268.53,1762205640000,41
9810.0,269.0137,269.05,268.54,269.05,268.54,1762205700000,32
351.0,268.6066,268.61,268.61,268.61,268.61,1762205760000,10
620.0,268.6166,268.61,268.6399,268.6399,268.61,1762205820000,22
315.0,268.5799,268.57,268.57,268.57,268.57,1762206000000,13
801.0,268.5582,268.5385,268.5385,268.5385,268.5385,1762206120000,16
1817.0,268.5989,268.59,268.6,268.6,268.59,1762206360000,22
384.0,268.602,268.6001,268.6001,268.6001,268.6001,1762206420000,31
105.0,268.6008,268.6,268.6,268.6,268.6,1762206480000,6
357.0,268.6386,268.64,268.64,268.64,268.64,1762206540000,25
580.0,268.5998,268.6,268.6,268.6,268.6,1762206600000,37
5511.0,268.5046,268.54,268.46,268.54,268.46,1762206660000,121
634.0,268.4938,268.48,268.48,268.48,268.48,1762206720000,21
560.0,268.5039,268.5,268.5,268.5,268.5,1762206780000,19
2335.0,268.5003,268.5,268.5,268.5,268.5,1762206840000,10
228.0,268.4416,268.42,268.42,268.42,268.42,1762206900000,7
404.0,268.4327,268.43,268.43,268.43,268.43,1762206960000,11
330.0,268.6284,268.6444,268.6444,268.6444,268.6444,1762207020000,11
1086.0,268.5587,268.48,268.66,268.66,268.4349,1762207080000,33
218.0,268.4663,268.49,268.49,268.49,268.49,1762207260000,15
286.0,268.4545,268.4401,268.4401,268.4401,268.4401,1762207320000,16
999.0,268.4461,268.44,268.49,268.49,268.43,1762207380000,49
487.0,268.4976,268.5,268.51,268.51,268.5,1762207440000,15
785.0,268.4652,268.4603,268.44,268.47,268.44,1762207500000,17
457.0,264.8569,268.44,268.44,268.44,268.44,1762207680000,14
675.0,267.7498,268.43,268.43,268.43,268.43,1762207800000,24
545.0,268.4423,268.44,268.45,268.45,268.44,1762207920000,12
287.0,268.4462,268.45,268.45,268.45,268.45,1762207980000,33
392.0,268.4558,268.45,268.45,268.45,268.45,1762208100000,19
424.0,268.4428,268.45,268.43,268.45,268.43,1762208160000,21
2000.0,268.4925,268.5,268.5,268.5,268.47,1762208400000,32
1047.0,268.5003,268.5,268.51,268.51,268.49,1762208460000,31
143.0,268.4302,268.4213,268.4213,268.4213,268.4213,1762208520000,9
228.0,268.4371,268.45,268.45,268.45,268.45,1762208580000,9
488.0,268.4256,268.421,268.421,268.421,268.421,1762208760000,8
251.0,268.4346,268.4201,268.4201,268.4201,268.4201,1762208880000,12
486.0,268.4242,268.42,268.42,268.42,268.42,1762209000000,34
485.0,268.4296,268.43,268.43,268.43,268.43,1762209060000,35
4553.0,268.4058,268.42,268.4,268.42,268.4,1762209120000,28
501.0,268.4324,268.5,268.5,268.5,268.5,1762209300000,34
294.0,268.3835,268.36,268.36,268.36,268.36,1762209420000,16
5020.0,268.7392,268.47,268.76,269.0,268.44,1762209540000,74
233.0,268.4317,268.4284,268.3953,268.4284,268.3953,1762209780000,10
1041.0,268.5672,268.56,268.56,268.56,268.56,1762209840000,11
112.0,268.4494,268.42,268.42,268.42,268.42,1762209900000,6
212.0,268.5605,268.55,268.55,268.55,268.55,1762210140000,10
146.0,268.5997,268.61,268.61,268.61,268.61,1762210260000,9
641.0,268.6052,268.61,268.61,268.61,268.61,1762210320000,16
152.0,268.6099,268.61,268.61,268.61,268.61,1762210380000,15
733.0,268.7025,268.69,268.72,268.72,268.69,1762210500000,14
1806.0,268.7371,268.75,268.73,268.75,268.72,1762210620000,33
2170.0,268.7506,268.76,268.75,268.76,268.75,1762210680000,14
391.0,268.7507,268.75,268.75,268.75,268.75,1762210740000,18
223.0,268.6398,268.61,268.61,268.61,268.61,1762210800000,16
1946.0,268.5127,268.56,268.5,268.56,268.5,1762210980000,37
1012.0,268.3899,268.41,268.36,268.44,268.36,1762211040000,17
684.0,268.4656,268.38,268.49,268.5,268.38,1762211100000,8
3773.0,268.3637,268.36,268.35,268.42,268.35,1762211160000,41
528.0,268.3449,268.3441,268.3441,268.3441,268.3441,1762211340000,10
1203.0,268.3812,268.35,268.38,268.39,268.35,1762211580000,22
501.0,268.7722,268.6232,269.05,269.05,268.6232,1762211640000,17
262.0,268.4338,268.49,268.3606,268.49,268.3606,1762211700000,14
579.0,268.4436,268.6006,268.3618,268.6006,268.3618,1762212120000,11
291.0,268.4547,268.4817,268.4817,268.4817,268.4817,1762212420000,8
232.0,268.3616,268.3608,268.3608,268.3608,268.3608,1762212660000,7
132.0,268.3625,268.3612,268.3612,268.3612,268.3612,1762212720000,6
288.0,268.3611,268.3601,268.36,268.3601,268.36,1762212780000,7
552.0,268.3715,268.37,268.37,268.37,268.37,1762212900000,16
1458.0,268.3575,268.36,268.35,268.36,268.35,1762212960000,30
206.0,268.3526,268.3545,268.3545,268.3545,268.3545,1762213020000,11
339.0,268.3525,268.35,268.35,268.35,268.35,1762213080000,10
607.0,268.4102,268.41,268.4155,268.4155,268.41,1762213140000,20
144.0,268.4097,268.4199,268.4199,268.4199,268.4199,1762213260000,11
527.0,268.3915,268.4061,268.3888,268.4061,268.38,1762213440000,16
398.0,268.3521,268.35,268.35,268.35,268.35,1762213500000,9
378.0,268.3656,268.38,268.38,268.38,268.38,1762213620000,17
1195.0,268.358,268.35,268.3501,268.3501,268.35,1762213680000,28
328.0,268.3326,268.35,268.35,268.35,268.35,1762213740000,28
212.0,268.2635,268.22,268.22,268.22,268.22,1762213920000,10
294.0,268.2679,268.22,268.22,268.22,268.22,1762213980000,12
211.0,268.1962,268.1874,268.1874,268.1874,268.1874,1762214220000,16
322.0,268.1608,268.15,268.15,268.15,268.15,1762214280000,20
672.0,268.1488,268.15,268.15,268.15,268.15,1762214340000,9
1022.0,268.1992,268.2,268.2,268.2,268.2,1762214460000,7
1011.0,268.1206,268.1202,268.1202,268.1202,268.1202,1762214580000,4
648.0,268.1282,268.15,268.1,268.15,268.1,1762214700000,35
437.0,268.0688,268.09,268.0501,268.09,268.0501,1762214820000,17
493.0,268.0862,268.1,268.05,268.1,268.05,1762214880000,9
739.0,268.0427,268.06,268.01,268.06,268.01,1762214940000,20
516.0,268.0103,268.0002,268.0,268.04,268.0,1762215000000,21
151.0,268.0146,268.013,268.013,268.013,268.013,1762215060000,11
694.0,268.0519,268.15,268.0101,268.15,268.01,1762215120000,18
1358.0,268.001,268.0,268.01,268.01,268.0,1762215180000,11
2735.0,267.9946,268.03,267.95,268.03,267.95,1762215360000,45
1041.0,267.8178,267.79,267.77,267.79,267.77,1762215420000,38
1802.0,267.5512,267.53,267.38,267.53,267.38,1762215480000,82
761.0,267.9918,268.1297,268.1297,268.1297,268.1297,1762215600000,12
1154.0,268.039,268.1,268.1,268.1,268.1,1762215660000,17
254.0,267.8106,267.79,267.79,267.79,267.79,1762215720000,10
6634.0,268.0751,267.5301,267.48,268.26,267.48,1762215840000,51
528.0,267.6562,267.73,267.65,267.73,267.65,1762215900000,14
631.0,267.9958,268.35,267.7,268.35,267.7,1762215960000,12
361.0,267.7221,267.7,267.7,267.7,267.7,1762216020000,17
316.0,267.8812,267.95,267.95,267.95,267.95,1762216080000,11
952.0,267.7446,267.61,267.98,267.98,267.55,1762216200000,32
105.0,268.032,268.03,268.03,268.03,268.03,1762216260000,5
693.0,268.0211,268.04,267.99,268.05,267.99,1762216380000,21
271.0,268.0149,267.96,267.96,267.96,267.96,1762216440000,19
935.0,268.0096,267.9999,268.06,268.06,267.9999,1762216560000,19
281.0,267.9822,268.0,268.0,268.0,268.0,1762216740000,9
393.0,268.1461,268.04,268.2,268.2,268.04,1762216800000,19
1457.0,267.9226,268.0,268.0,268.0,267.72,1762216920000,17
162.0,267.6644,267.6,267.6,267.6,267.6,1762216980000,7
516.0,267.8084,267.8,267.8,267.8,267.8,1762217040000,10
325.0,267.677,267.62,267.62,267.62,267.62,1762217100000,4
433.0,268.0221,267.99,267.99,267.99,267.99,1762217160000,14
546.0,267.9743,268.0,267.85,268.0,267.85,1762217220000,16
336.0,268.011,268.07,267.99,268.07,267.99,1762217460000,18
198.0,267.9326,267.9,267.9,267.9,267.9,1762217520000,11
230.0,267.9552,268.0,268.0,268.0,268.0,1762217580000,8
1694.0,267.9441,267.92,267.99,267.99,267.92,1762217640000,25
720.0,268.0252,268.0,267.96,268.082,267.96,1762217700000,11
937.0,268.0247,267.97,268.0,268.0,267.97,1762217760000,22
620.0,268.0134,268.0,268.01,268.01,267.96,1762217820000,20
944.0,268.1131,268.0,268.2,268.2,268.0,1762217940000,19
2666.0,266.2111,266.24,266.4,266.4,266.11,1762246800000,109
659.0,266.4709,266.49,266.49,266.49,266.49,1762246920000,38
175.0,266.3666,266.34,266.34,266.34,266.34,1762247040000,16
643.0,266.3892,266.38,266.39,266.4,266.38,1762247220000,27
1072.0,266.2634,266.27,266.25,266.27,266.25,1762247280000,59
3856.0,266.4675,266.38,266.49,266.49,266.38,1762247340000,139
326.0,266.6896,266.71,266.7,266.71,266.7,1762247400000,11
1010.0,266.5266,266.55,266.46,266.55,266.46,1762247460000,58
1259.0,266.693,266.54,266.54,266.54,266.54,1762247520000,64
2040.0,266.6944,266.64,266.8,266.8,266.64,1762247640000,59
1342.0,266.8382,266.82,266.82,266.87,266.82,1762247700000,29
4942.0,266.8079,266.7,266.88,266.88,266.7,1762247760000,48
2783.0,267.0089,266.97,266.995,267.0,266.97,1762247820000,81
1593.0,267.1525,267.08,267.2,267.2,267.0,1762247880000,63
1430.0,267.299,267.33,267.2,267.35,267.2,1762247940000,49
2425.0,267.0353,267.07,266.99,267.07,266.99,1762248060000,39
1232.0,266.8581,266.85,266.82,266.87,266.82,1762248120000,34
472.0,266.8628,266.83,266.83,266.83,266.83,1762248240000,20
1650.0,266.8523,266.82,266.88,266.88,266.8,1762248360000,44
953.0,266.8368,266.82,266.82,266.82,266.82,1762248420000,54
4706.0,266.5482,266.75,266.5,266.75,266.5,1762248480000,48
1077.0,266.6035,266.55,266.61,266.64,266.55,1762248540000,32
954.0,266.7363,266.62,266.77,266.77,266.62,1762248600000,73
995.0,266.963,267.0,267.0,267.0,267.0,1762248660000,57
2387.0,266.9956,266.99,267.0,267.0,266.99,1762248720000,37
1661.0,266.5933,266.64,266.55,266.64,266.55,1762248960000,44
459.0,266.6532,266.74,266.74,266.74,266.74,1762249020000,31
882.0,266.7552,266.7,266.78,266.78,266.7,1762249140000,25
198.0,266.9523,266.96,266.96,266.96,266.96,1762249260000,9
1994.0,266.9674,266.86,267.0,267.0,266.86,1762249320000,48
1110.0,266.7908,266.79,266.82,266.82,266.76,1762249440000,25
849.0,266.8254,266.83,266.82,266.83,266.82,1762249560000,28
586.0,266.9166,266.92,266.92,266.92,266.92,1762249680000,20
689.0,266.919,266.87,266.87,266.87,266.87,1762249740000,49
1222.0,266.8569,266.88,266.85,266.88,266.85,1762249860000,60
1135.0,266.6393,266.68,266.6,266.68,266.59,1762249920000,31
1054.0,266.7337,266.68,266.75,266.82,266.65,1762249980000,39
3517.0,266.5001,266.64,266.42,266.64,266.42,1762250040000,81
628.0,266.3725,266.35,266.35,266.35,266.35,1762250100000,22
644.0,266.3752,266.39,266.39,266.39,266.39,1762250280000,17
1528.0,266.4482,266.37,266.47,266.5,266.37,1762250340000,48
2772.0,266.5455,266.49,266.79,266.79,266.48,1762250400000,73
1731.0,266.5633,266.59,266.54,266.59,266.54,1762250460000,55
1682.0,266.2189,266.24,266.17,266.24,266.14,1762250700000,73
2635.0,266.3433,266.27,266.29,266.47,266.27,1762250760000,97
245.0,266.2958,266.34,266.34,266.34,266.34,1762250880000,12
1171.0,266.1492,266.15,266.1,266.15,266.1,1762250940000,51
628.0,266.2016,266.2,266.2,266.2,266.2,1762251000000,24
2284.0,266.2213,266.14,266.2,266.2,266.14,1762251060000,78
1636.0,266.5606,266.49,266.68,266.68,266.49,1762251120000,64
891.0,266.637,266.69,266.56,266.73,266.56,1762251180000,18
1118.0,266.5437,266.54,266.54,266.54,266.54,1762251300000,37
3992.0,266.5027,266.55,266.46,266.55,266.46,1762251360000,89
543.0,266.6903,266.67,266.67,266.67,266.67,1762251480000,28
585.0,266.6203,266.63,266.62,266.63,266.62,1762251600000,14
3837.0,266.6726,266.59,266.74,266.74,266.59,1762251660000,80
2323.0,266.7696,266.77,266.79,266.81,266.74,1762251780000,57
862.0,266.8118,266.79,266.8,266.8,266.79,1762251840000,42
4919.0,266.8432,266.92,266.8,266.92,266.8,1762252020000,80
303.0,266.8666,266.85,266.85,266.85,266.85,1762252140000,18
940.0,267.006,267.0,267.0,267.0,267.0,1762252320000,46
1394.0,267.1501,267.16,267.16,267.16,267.16,1762252440000,56
387.0,267.202,267.18,267.18,267.18,267.18,1762252560000,16
457.0,267.1297,267.11,267.1,267.11,267.1,1762252740000,25
122.0,267.2722,267.27,267.27,267.27,267.27,1762252920000,7
857.0,267.2848,267.27,267.3,267.3,267.27,1762253100000,38
1482.0,267.381,267.33,267.49,267.49,267.33,1762253280000,61
330.0,267.347,267.32,267.32,267.32,267.32,1762253340000,14
2138.0,267.4886,267.5,267.48,267.5,267.48,1762253400000,91
300.0,267.4642,267.5,267.5,267.5,267.5,1762253460000,17
1201.0,267.4396,267.42,267.46,267.46,267.42,1762253640000,31
411.0,267.2779,267.28,267.28,267.28,267.28,1762253760000,19
369.0,267.3534,267.29,267.29,267.29,267.29,1762253880000,32
127.0,267.3027,267.31,267.31,267.31,267.31,1762253940000,6
961.0,267.1791,267.18,267.18,267.18,267.13,1762254180000,27
602.0,267.1969,267.17,267.17,267.17,267.17,1762254360000,46
354.0,267.1513,267.16,267.16,267.16,267.16,1762254540000,16
939.0,267.2498,267.24,267.24,267.24,267.24,1762254900000,46
221.0,267.1631,267.15,267.15,267.15,267.15,1762255440000,11
686.0,267.1584,267.16,267.15,267.16,267.15,1762255500000,29
1153.0,267.2487,267.22,267.29,267.29,267.21,1762255560000,29
127.0,267.23,267.23,267.23,267.23,267.23,1762255740000,7
1344.0,267.3863,267.4,267.4,267.4,267.4,1762255860000,50
121.0,267.3178,267.33,267.33,267.33,267.33,1762256100000,10
452.0,267.2454,267.26,267.26,267.26,267.26,1762256160000,32
590.0,267.2167,267.21,267.21,267.21,267.21,1762256220000,33
337.0,267.1835,267.19,267.19,267.19,267.19,1762256340000,16
1225.0,267.1662,267.19,267.1,267.2,267.1,1762256400000,37
405.0,267.2001,267.2,267.2,267.2,267.2,1762256640000,23
519.0,267.2386,267.24,267.24,267.24,267.24,1762256760000,20
953.0,267.1587,267.21,267.08,267.21,267.08,1762257060000,15
2999.0,267.1003,267.16,266.99,267.16,266.99,1762257600000,173
738.0,266.8246,266.85,266.8,266.85,266.8,1762257720000,55
2078.0,266.744,266.78,266.72,266.78,266.72,1762257780000,83
1648.0,266.5835,266.64,266.54,266.64,266.54,1762257840000,57
1706.0,266.7193,266.69,266.78,266.78,266.69,1762257960000,35
476.0,266.7818,266.77,266.79,266.79,266.77,1762258020000,16
391.0,266.7774,266.78,266.78,266.78,266.78,1762258080000,16
973.0,266.7883,266.82,266.75,266.82,266.75,1762258200000,37
1166.0,266.7158,266.73,266.73,266.73,266.73,1762258260000,35
