damage,alignment,num_units,street_no,crash_hour,crash_type,crash_month,report_type,road_defect,street_name,hit_and_run_i,injuries_fatal,injuries_total,work_zone_type,trafficway_type,device_condition,first_crash_type,injuries_unknown,street_direction,crash_day_of_week,weather_condition,beat_of_occurrence,lighting_condition,most_severe_injury,posted_speed_limit,roadway_surface_cond,injuries_no_indication,intersection_related_i,sec_contributory_cause,traffic_control_device,injuries_incapacitating,prim_contributory_cause,injuries_non_incapacitating,injuries_reported_not_evident
2,3,2.0,30,19,0,7,2,1,155,1,0.0,2.0,,2,1,16,0.0,1,5,1,1654,3,3,35,0,2.0,1,10,13,0.0,18,1.0,1.0
2,3,3.0,4259,1,1,7,1,1,257,1,0.0,0.0,,10,2,7,0.0,2,4,1,214,1,2,30,0,1.0,1,10,3,0.0,23,0.0,0.0
1,3,2.0,173,14,1,8,2,1,155,1,0.0,0.0,,18,1,15,0.0,1,2,1,1654,3,2,30,0,2.0,1,22,14,0.0,23,0.0,0.0
0,3,2.0,1,12,1,7,2,1,512,1,0.0,0.0,,12,2,10,0.0,3,2,1,1654,3,2,15,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,524,13,1,8,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,3,1,1654,3,2,15,0,1.0,1,31,3,0.0,24,0.0,0.0
2,3,2.0,1,11,0,8,2,1,600,1,0.0,1.0,,10,2,15,0.0,3,6,1,1651,3,4,15,0,1.0,1,24,3,0.0,23,0.0,1.0
2,3,2.0,10020,22,1,12,2,1,143,1,0.0,0.0,,12,2,13,0.0,3,5,1,1654,1,2,15,5,2.0,1,9,3,0.0,21,0.0,0.0
1,3,2.0,516,14,1,8,2,1,501,1,0.0,0.0,,12,2,16,0.0,3,5,1,1654,3,2,15,0,2.0,1,16,15,0.0,24,0.0,0.0
2,3,2.0,3,16,1,7,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1653,3,2,25,0,2.0,1,31,3,0.0,19,0.0,0.0
2,3,1.0,1,21,1,8,2,1,512,1,0.0,0.0,,12,1,2,0.0,3,5,1,1654,1,2,10,0,1.0,1,31,13,0.0,12,0.0,0.0
2,3,2.0,500,22,0,7,2,5,555,1,0.0,0.0,,2,5,16,0.0,2,5,1,1134,1,2,30,4,3.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,6259,17,1,7,2,1,394,1,0.0,0.0,,12,2,0,0.0,2,7,10,331,3,2,10,4,2.0,1,31,3,0.0,21,0.0,0.0
2,3,3.0,100,19,0,7,2,5,22,1,0.0,3.0,,8,2,10,0.0,0,6,1,532,3,4,30,0,1.0,1,17,3,0.0,19,0.0,3.0
2,3,2.0,1601,17,1,7,2,1,100,1,0.0,0.0,,8,2,11,0.0,0,3,1,412,3,2,30,0,2.0,1,24,3,0.0,21,0.0,0.0
0,3,2.0,3,10,1,8,2,1,600,1,0.0,0.0,,10,2,9,0.0,3,2,6,1653,3,2,20,5,2.0,1,16,3,0.0,18,0.0,0.0
2,3,3.0,5230,7,0,8,2,1,232,1,0.0,1.0,,8,2,10,0.0,1,3,1,1614,3,4,30,0,2.0,1,24,3,0.0,19,0.0,1.0
2,3,2.0,857,11,1,8,1,1,135,1,0.0,0.0,,8,1,10,0.0,2,7,1,1513,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,13000,12,1,7,1,1,166,1,0.0,0.0,,6,2,10,0.0,2,1,6,433,3,2,30,5,2.0,1,24,13,0.0,19,0.0,0.0
0,3,2.0,524,0,0,7,2,1,501,1,0.0,1.0,,12,1,9,0.0,3,5,1,1654,1,3,5,0,1.0,1,31,5,0.0,33,1.0,0.0
2,3,2.0,1,11,0,8,2,1,512,1,0.0,1.0,,12,2,11,0.0,3,7,1,1654,3,4,15,0,1.0,1,16,3,0.0,18,0.0,1.0
2,3,1.0,5500,14,1,7,2,3,631,1,0.0,0.0,,11,1,5,0.0,2,1,1,225,3,2,30,0,1.0,1,24,14,0.0,25,0.0,0.0
2,3,2.0,237,18,1,7,2,1,230,1,0.0,0.0,,8,5,16,0.0,3,1,1,914,3,2,30,0,3.0,1,31,15,0.0,33,0.0,0.0
1,3,2.0,2,3,1,7,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1652,1,2,20,0,2.0,1,31,3,0.0,22,0.0,0.0
1,3,2.0,5,16,1,7,2,1,600,1,0.0,0.0,,6,1,10,0.0,3,7,1,1655,3,2,25,0,5.0,1,24,14,0.0,19,0.0,0.0
2,3,1.0,4648,16,1,7,1,1,398,1,0.0,0.0,,8,2,2,0.0,3,2,1,1113,3,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,5,17,1,8,2,1,600,1,0.0,0.0,,3,2,15,0.0,3,5,1,1655,3,2,30,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,6299,12,0,8,2,1,394,1,0.0,2.0,,2,2,10,0.0,2,3,1,331,3,4,30,0,3.0,1,24,3,0.0,13,0.0,2.0
1,3,2.0,5500,16,1,8,1,1,631,1,0.0,0.0,,10,1,16,0.0,2,4,1,225,3,2,30,0,2.0,1,22,14,0.0,24,0.0,0.0
2,3,2.0,513,16,1,7,2,1,501,1,0.0,0.0,,11,2,7,0.0,3,6,1,1654,3,2,15,0,1.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,412,14,1,8,2,1,501,1,0.0,0.0,CONSTRUCTION,11,2,15,0.0,3,6,1,1654,3,2,20,0,2.0,1,24,3,0.0,29,0.0,0.0
2,3,3.0,2920,20,0,7,2,1,368,1,0.0,0.0,,8,2,10,0.0,2,2,1,1032,0,2,30,0,3.0,1,24,3,0.0,19,0.0,0.0
1,0,2.0,6500,11,1,8,2,1,201,1,0.0,0.0,,3,2,15,0.0,2,6,1,722,3,2,55,0,3.0,1,24,3,0.0,25,0.0,0.0
0,3,2.0,1,21,1,8,2,1,600,1,0.0,0.0,CONSTRUCTION,10,2,15,0.0,3,5,1,1651,1,2,20,0,2.0,1,31,3,0.0,29,0.0,0.0
2,3,2.0,49,17,1,8,2,1,348,1,0.0,0.0,,10,2,10,0.0,3,1,1,1654,3,2,60,0,2.0,1,17,3,0.0,19,0.0,0.0
2,3,2.0,616,15,1,8,2,5,501,1,0.0,0.0,,17,2,7,0.0,3,6,1,1654,3,2,30,0,1.0,1,24,3,0.0,12,0.0,0.0
1,3,2.0,5,11,1,8,1,5,600,1,0.0,0.0,,10,2,7,0.0,3,3,1,1655,3,2,20,0,1.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,70,20,1,8,2,1,348,1,0.0,0.0,,10,2,15,0.0,3,1,1,1654,1,2,45,0,2.0,1,24,3,0.0,12,0.0,0.0
2,1,2.0,330,22,0,8,2,1,501,1,0.0,0.0,,13,2,10,0.0,3,6,1,1654,1,2,30,0,2.0,1,31,3,0.0,18,0.0,0.0
2,3,2.0,1,4,0,8,2,1,513,1,0.0,0.0,,12,2,0,0.0,3,4,1,1654,1,2,10,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,2,23,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1652,1,2,20,5,2.0,1,31,3,0.0,18,0.0,0.0
1,3,2.0,1,12,1,7,1,1,515,1,0.0,0.0,,12,4,7,0.0,3,7,1,1654,1,2,15,0,1.0,1,24,5,0.0,33,0.0,0.0
1,3,2.0,2,9,1,7,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,7,1,1652,3,2,20,0,3.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,4331,5,1,9,2,1,442,1,0.0,0.0,,2,2,10,0.0,1,5,1,1654,3,2,30,0,2.0,1,24,5,0.0,19,0.0,0.0
2,3,2.0,2,17,1,9,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1652,3,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,1.0,2620,2,1,8,2,1,25,1,0.0,0.0,,8,2,5,0.0,0,2,1,433,1,2,30,0,1.0,1,24,3,0.0,25,0.0,0.0
1,3,2.0,711,5,1,9,1,1,234,1,0.0,0.0,,2,1,10,0.0,2,7,1,1231,2,2,30,0,2.0,1,31,13,0.0,33,0.0,0.0
2,3,2.0,700,10,1,9,2,1,501,1,0.0,0.0,,6,1,10,0.0,3,4,1,1654,3,2,35,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,5,18,1,9,1,1,600,1,0.0,0.0,,10,1,15,0.0,3,2,1,1655,1,2,20,0,3.0,1,8,7,0.0,4,0.0,0.0
1,3,2.0,98,20,1,8,2,1,348,1,0.0,0.0,,10,2,10,0.0,3,6,1,1654,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
0,3,1.0,5520,13,0,8,2,1,319,1,0.0,1.0,,8,1,2,0.0,1,7,1,1613,3,3,30,0,0.0,1,24,14,0.0,27,1.0,0.0
1,3,2.0,4650,8,1,8,2,1,257,1,0.0,0.0,,10,2,7,0.0,2,3,1,215,3,2,30,0,1.0,1,31,3,0.0,12,0.0,0.0
2,3,2.0,3,20,1,8,2,1,600,1,0.0,0.0,CONSTRUCTION,10,2,7,0.0,3,6,1,1653,1,2,20,0,3.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,5,15,1,8,2,5,600,1,0.0,0.0,,12,2,7,0.0,3,3,1,1655,3,2,20,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,700,13,1,1,2,1,234,1,0.0,0.0,,2,1,16,0.0,2,3,1,1225,3,2,30,0,2.0,1,24,14,0.0,33,0.0,0.0
1,3,2.0,10000,11,1,1,1,5,143,1,0.0,0.0,,17,5,7,0.0,3,1,1,1654,3,2,30,4,1.0,1,31,15,0.0,33,0.0,0.0
2,3,1.0,5,17,1,2,2,1,600,1,0.0,0.0,,12,2,2,0.0,3,5,1,1655,3,2,10,0,1.0,1,24,3,0.0,12,0.0,0.0
2,3,2.0,172,2,1,1,2,1,155,1,0.0,0.0,,3,1,15,0.0,1,6,1,1654,1,2,30,2,3.0,1,7,14,0.0,8,0.0,0.0
2,3,2.0,15,11,0,1,2,1,348,1,0.0,1.0,,6,1,10,0.0,3,7,1,1654,3,3,25,0,1.0,1,10,14,0.0,19,1.0,0.0
2,3,2.0,1,6,1,2,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,2,1651,1,2,25,5,2.0,1,10,3,0.0,18,0.0,0.0
1,3,2.0,2400,15,1,8,1,1,83,1,0.0,0.0,,2,2,10,0.0,0,6,1,334,3,2,30,0,2.0,1,24,13,0.0,33,0.0,0.0
2,2,2.0,6400,8,0,8,2,1,200,0,0.0,1.0,,3,2,10,0.0,2,7,1,312,3,3,45,0,1.0,1,4,3,0.0,22,1.0,0.0
2,3,2.0,6299,22,1,9,1,1,394,1,0.0,0.0,,6,1,11,0.0,2,5,1,331,3,2,30,0,5.0,1,31,14,0.0,33,0.0,0.0
0,3,2.0,3,13,1,8,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,5,1,1653,3,2,15,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,1,14,1,8,1,5,600,1,0.0,0.0,,10,2,7,0.0,3,2,1,1651,3,2,25,0,1.0,1,31,3,0.0,19,0.0,0.0
2,3,2.0,343,12,0,8,2,1,429,1,0.0,1.0,,3,1,16,0.0,1,2,1,114,3,3,30,0,2.0,1,15,14,0.0,6,1.0,0.0
2,2,1.0,1,2,1,9,2,1,248,1,0.0,0.0,,13,2,2,0.0,2,4,1,813,1,2,15,0,1.0,1,24,3,0.0,8,0.0,0.0
0,3,2.0,5,14,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1655,3,2,25,0,2.0,1,10,3,0.0,19,0.0,0.0
2,3,2.0,1,16,1,8,2,1,518,1,0.0,0.0,,12,2,15,0.0,3,4,1,1654,3,2,15,0,2.0,1,24,3,0.0,18,0.0,0.0
1,4,2.0,660,7,1,12,2,1,501,1,0.0,0.0,,13,2,7,0.0,3,4,6,1654,3,2,20,5,1.0,1,24,3,0.0,21,0.0,0.0
0,3,2.0,8800,15,1,9,2,1,201,1,0.0,0.0,,11,0,10,0.0,2,6,1,412,3,2,10,0,2.0,1,24,5,0.0,21,0.0,0.0
0,3,2.0,6466,11,1,8,2,1,632,1,0.0,0.0,,8,2,11,0.0,1,3,1,2412,3,2,30,0,2.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1,9,1,8,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,5,1,1651,3,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,6560,11,1,9,2,1,304,1,0.0,0.0,,8,2,15,0.0,3,7,1,2512,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
1,2,1.0,521,21,0,8,1,1,501,1,0.0,0.0,,10,4,2,0.0,3,6,1,1654,1,2,25,0,1.0,1,31,5,0.0,33,0.0,0.0
1,3,2.0,3432,13,1,8,2,1,105,1,0.0,0.0,,8,2,16,0.0,0,2,1,424,3,2,30,0,3.0,1,10,3,0.0,12,0.0,0.0
2,3,2.0,172,18,0,9,1,1,155,1,0.0,1.0,,19,1,10,0.0,1,4,1,1654,1,3,30,0,1.0,1,25,14,0.0,26,1.0,0.0
2,2,2.0,3,7,1,8,2,1,600,1,0.0,0.0,,11,2,10,0.0,3,3,1,1653,3,2,25,0,5.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,9759,18,1,8,1,5,372,1,0.0,0.0,,11,2,15,0.0,3,1,1,1654,3,2,55,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,1,9,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1651,3,2,20,0,2.0,1,21,3,0.0,18,0.0,0.0
1,3,2.0,5,12,1,8,2,1,600,1,0.0,0.0,,13,2,15,0.0,3,2,1,1655,3,2,10,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,15,1,9,1,5,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1651,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,3.0,3400,17,0,8,2,1,134,1,0.0,1.0,,8,5,10,0.0,1,5,1,1633,3,4,35,0,2.0,1,24,15,0.0,33,0.0,1.0
1,3,2.0,600,15,1,9,1,1,350,1,0.0,0.0,,10,2,15,0.0,0,7,1,1834,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,98,20,0,8,2,5,348,1,0.0,0.0,,11,2,10,0.0,3,6,1,1654,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,22,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1651,1,2,25,0,2.0,1,10,3,0.0,22,0.0,0.0
2,3,2.0,2436,15,1,8,1,5,83,1,0.0,0.0,,6,2,16,0.0,0,3,10,334,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,170,21,0,8,2,1,155,1,0.0,2.0,,2,1,16,0.0,1,1,6,1654,1,3,30,5,3.0,1,31,14,0.0,33,2.0,0.0
2,3,2.0,3,13,1,9,1,5,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1653,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,13000,1,0,8,1,1,590,1,0.0,0.0,,13,2,15,0.0,2,1,1,434,1,2,25,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,3.0,501,10,0,8,2,1,555,1,0.0,0.0,,8,1,14,0.0,2,3,1,1135,3,2,30,0,5.0,1,31,3,0.0,33,0.0,0.0
2,0,2.0,3,18,1,4,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,4,6,1653,3,2,40,5,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,2199,11,0,9,2,1,324,1,0.0,0.0,,1,1,16,0.0,0,3,1,331,3,2,45,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,1.0,1900,0,1,8,2,5,585,1,0.0,0.0,,11,5,5,0.0,2,2,1,1024,0,2,25,0,1.0,1,31,15,0.0,33,0.0,0.0
2,3,2.0,4500,16,0,8,2,1,442,1,0.0,1.0,,8,2,10,0.0,1,6,1,1654,3,4,25,0,2.0,1,31,3,0.0,19,0.0,1.0
0,3,2.0,5500,13,1,8,1,5,631,1,0.0,0.0,,8,2,9,0.0,2,7,1,225,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,13000,23,1,9,1,1,590,1,0.0,0.0,,8,1,10,0.0,2,2,1,434,1,2,30,0,2.0,1,31,14,0.0,19,0.0,0.0
1,3,2.0,4257,12,1,9,1,5,257,1,0.0,0.0,,10,2,7,0.0,2,3,10,214,5,2,30,4,1.0,1,31,3,0.0,33,0.0,0.0
1,2,2.0,40,22,1,7,2,1,155,1,0.0,0.0,,15,1,15,0.0,1,5,1,1654,1,2,35,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,13,18,1,8,2,1,348,1,0.0,0.0,,3,2,11,0.0,3,6,1,1654,3,2,45,0,2.0,1,31,3,0.0,21,0.0,0.0
2,3,2.0,3,8,1,11,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1653,3,2,30,0,2.0,1,16,3,0.0,18,0.0,0.0
2,3,2.0,13000,14,0,8,2,1,590,1,0.0,0.0,,2,2,16,0.0,2,2,1,434,3,2,35,5,2.0,1,24,3,0.0,23,0.0,0.0
0,3,2.0,3,21,0,8,2,1,600,1,0.0,1.0,,10,2,9,0.0,3,2,1,1653,1,4,20,0,1.0,1,31,3,0.0,21,0.0,1.0
2,2,2.0,3,17,1,9,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,4,1,1653,3,2,25,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,3910,8,1,8,2,1,329,1,0.0,0.0,,10,2,2,0.0,1,5,1,1922,3,2,30,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,474,4,0,9,2,1,432,1,0.0,0.0,,18,1,0,0.0,1,7,1,1834,1,2,30,5,3.0,1,15,14,0.0,6,0.0,0.0
1,3,1.0,1629,11,1,9,2,1,206,1,0.0,0.0,,0,2,5,0.0,1,5,1,1434,3,2,15,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1224,10,1,8,1,5,474,1,0.0,0.0,,8,2,7,0.0,1,4,10,1423,3,2,30,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,7199,16,0,8,2,4,126,1,0.0,0.0,,1,1,16,0.0,3,5,6,811,3,2,35,0,2.0,1,16,14,0.0,4,0.0,0.0
0,3,2.0,5,17,0,8,2,1,600,1,0.0,1.0,,10,2,9,0.0,3,6,1,1655,3,3,25,0,1.0,1,24,3,0.0,33,1.0,0.0
2,3,2.0,3,12,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,1,1,1653,3,2,15,0,2.0,1,21,3,0.0,18,0.0,0.0
2,3,2.0,1,22,1,8,1,1,600,1,0.0,0.0,,10,2,10,0.0,3,1,6,1651,4,2,10,5,2.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,1970,18,1,9,2,1,324,1,0.0,0.0,,12,2,9,0.0,0,1,1,331,3,2,30,0,2.0,1,31,3,0.0,21,0.0,0.0
2,3,2.0,524,13,1,9,2,1,501,1,0.0,0.0,,10,2,10,0.0,3,1,1,1654,3,2,15,0,2.0,1,24,3,0.0,19,0.0,0.0
2,2,2.0,98,21,0,8,2,1,348,1,0.0,1.0,,3,2,15,0.0,3,1,1,1654,1,4,35,0,3.0,1,24,3,0.0,22,0.0,1.0
2,3,2.0,8300,17,1,8,1,1,217,1,0.0,0.0,,6,1,15,0.0,2,3,1,424,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
1,3,2.0,3,23,1,9,2,1,600,1,0.0,0.0,,10,2,11,0.0,3,1,1,1653,1,2,20,0,2.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,6298,10,1,8,2,1,394,1,0.0,0.0,,3,1,10,0.0,2,1,1,331,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
1,3,2.0,2,11,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1652,3,2,20,0,3.0,1,16,3,0.0,18,0.0,0.0
1,3,2.0,1,12,1,10,2,1,600,1,0.0,0.0,,17,2,7,0.0,3,2,1,1651,3,2,20,0,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,600,12,1,9,1,1,501,1,0.0,0.0,,12,2,7,0.0,3,6,1,1654,3,2,10,0,1.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,936,8,1,9,2,1,192,1,0.0,0.0,,10,2,10,0.0,1,6,1,1112,3,2,20,0,3.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3,17,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1653,3,2,45,0,2.0,1,24,3,0.0,12,0.0,0.0
2,0,1.0,6400,16,0,9,2,1,200,1,0.0,0.0,,3,2,2,0.0,2,3,6,312,3,2,55,5,1.0,1,24,3,0.0,36,0.0,0.0
1,3,2.0,2,11,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1652,3,2,15,0,2.0,1,16,3,0.0,18,0.0,0.0
2,3,2.0,3648,15,1,10,2,1,98,1,0.0,0.0,,8,2,7,0.0,3,4,1,834,3,2,25,0,1.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,1,10,0,9,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,1,1,1651,3,2,20,0,2.0,1,16,3,0.0,18,0.0,0.0
2,3,2.0,7198,15,1,9,1,1,126,1,0.0,0.0,,2,2,15,0.0,3,7,1,811,3,2,30,0,2.0,1,10,3,0.0,22,0.0,0.0
2,3,2.0,2425,6,1,9,2,1,83,1,0.0,0.0,,12,2,7,0.0,0,5,1,334,1,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,8716,10,1,9,1,5,618,1,0.0,0.0,,2,5,10,0.0,2,5,1,2223,3,2,30,0,2.0,1,24,15,0.0,25,0.0,0.0
2,3,2.0,1,10,0,9,2,1,517,1,0.0,1.0,,12,1,10,0.0,3,2,1,1654,3,3,15,0,1.0,1,10,5,0.0,26,1.0,0.0
2,3,2.0,1,16,1,9,2,5,155,1,0.0,0.0,,10,2,15,0.0,1,4,1,1654,3,2,30,0,3.0,1,16,3,0.0,22,0.0,0.0
2,3,2.0,500,18,0,10,2,1,555,1,0.0,0.0,,2,1,10,0.0,2,7,1,1134,4,2,30,5,6.0,1,17,14,0.0,19,0.0,0.0
1,3,2.0,5700,14,1,9,1,1,631,1,0.0,0.0,,8,1,15,0.0,2,6,1,232,3,2,30,0,2.0,1,21,3,0.0,18,0.0,0.0
2,3,2.0,3,8,1,10,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,6,1,1653,3,2,20,0,2.0,1,8,3,0.0,23,0.0,0.0
2,3,2.0,162,18,1,9,2,1,155,1,0.0,0.0,,3,1,10,0.0,1,5,1,1654,3,2,20,0,4.0,1,31,14,0.0,19,0.0,0.0
1,3,2.0,3,17,1,9,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1653,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,524,20,0,9,2,5,501,1,0.0,1.0,,6,5,0,0.0,3,4,1,1654,1,3,30,0,2.0,1,24,14,0.0,24,1.0,0.0
2,3,2.0,9850,1,1,9,1,5,322,1,0.0,0.0,,17,2,15,0.0,2,2,1,511,0,2,30,0,3.0,1,24,3,0.0,25,0.0,0.0
2,2,2.0,3058,9,0,10,2,1,179,1,0.0,0.0,,2,2,14,0.0,2,5,6,1034,3,2,30,5,3.0,1,34,3,0.0,33,0.0,0.0
2,5,2.0,8800,9,1,10,2,1,201,1,0.0,0.0,,3,1,10,0.0,2,6,1,412,3,2,5,0,2.0,1,24,2,0.0,21,0.0,0.0
2,3,3.0,500,22,0,1,2,5,555,1,0.0,0.0,,15,1,0,0.0,2,6,10,1134,1,2,30,5,3.0,1,15,14,0.0,13,0.0,0.0
2,3,2.0,1,21,0,2,2,1,516,1,0.0,0.0,,2,2,15,0.0,3,2,1,1654,1,2,30,1,2.0,1,24,3,0.0,33,0.0,0.0
2,3,1.0,538,7,1,2,2,1,501,1,0.0,0.0,,12,2,2,0.0,3,1,1,1654,3,2,15,0,2.0,1,24,3,0.0,12,0.0,0.0
2,3,2.0,341,15,0,1,2,1,216,1,0.0,0.0,,3,2,3,0.0,1,6,9,114,4,2,30,3,2.0,1,24,3,0.0,36,0.0,0.0
0,3,3.0,1,2,1,2,2,1,600,1,0.0,0.0,,4,2,9,0.0,3,2,1,1651,1,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,815,21,0,9,2,1,135,1,0.0,0.0,,6,1,0,0.0,2,3,1,1513,1,2,35,0,4.0,1,10,13,0.0,5,0.0,0.0
2,3,2.0,13,13,1,10,2,1,348,1,0.0,0.0,,3,2,15,0.0,3,6,1,1654,3,2,55,0,2.0,1,16,3,0.0,22,0.0,0.0
2,3,2.0,801,22,1,9,1,5,135,1,0.0,0.0,,2,2,11,0.0,2,7,1,1513,1,2,30,0,2.0,1,15,3,0.0,21,0.0,0.0
0,3,2.0,2425,14,1,10,1,1,83,1,0.0,0.0,,8,2,7,0.0,0,3,1,334,3,2,30,0,2.0,1,24,3,0.0,26,0.0,0.0
2,3,2.0,162,11,1,10,2,1,155,1,0.0,0.0,,3,1,16,0.0,1,4,1,1654,3,2,30,0,2.0,1,24,14,0.0,24,0.0,0.0
1,3,2.0,1000,15,1,9,1,5,19,1,0.0,0.0,,6,5,0,0.0,3,1,1,2234,3,2,30,0,2.0,1,24,13,0.0,33,0.0,0.0
1,3,2.0,6257,16,1,9,1,5,394,1,0.0,0.0,,8,5,10,0.0,2,1,10,331,5,2,30,4,2.0,1,31,15,0.0,33,0.0,0.0
2,3,2.0,6299,16,0,9,2,5,394,1,0.0,2.0,,13,2,9,0.0,2,7,1,331,3,4,10,0,0.0,1,31,3,0.0,33,0.0,2.0
2,3,1.0,6259,4,0,8,1,1,394,1,0.0,0.0,,3,2,2,0.0,2,5,1,331,0,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,530,7,0,10,2,1,215,1,0.0,0.0,,6,1,16,0.0,1,6,1,1834,3,2,30,0,3.0,1,24,14,0.0,18,0.0,0.0
2,2,2.0,26,5,1,10,2,1,155,1,0.0,0.0,,11,2,15,0.0,1,7,6,1654,1,2,25,5,3.0,1,24,3,0.0,22,0.0,0.0
2,5,2.0,6151,9,1,10,2,2,171,1,0.0,0.0,,11,4,10,0.0,3,7,1,1622,3,2,30,2,2.0,1,24,5,0.0,25,0.0,0.0
2,3,3.0,6299,17,0,8,2,1,394,1,0.0,0.0,,3,2,10,0.0,2,4,1,331,3,2,40,0,3.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,893,10,1,10,2,1,501,1,0.0,0.0,,13,2,7,0.0,3,6,1,1654,3,2,15,0,1.0,1,24,3,0.0,21,0.0,0.0
1,3,2.0,9501,16,1,10,1,1,157,1,0.0,0.0,,2,1,15,0.0,2,6,1,2213,3,2,25,0,3.0,1,24,14,0.0,23,0.0,0.0
2,3,2.0,6259,9,1,9,1,1,394,1,0.0,0.0,,12,2,7,0.0,2,2,1,331,3,2,15,0,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,2,7,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1652,3,2,15,0,2.0,1,16,3,0.0,18,0.0,0.0
1,3,1.0,819,10,0,10,2,1,501,1,0.0,2.0,,8,2,2,0.0,3,4,1,1654,3,3,30,0,0.0,1,11,3,0.0,13,1.0,1.0
