damage,alignment,num_units,street_no,crash_hour,crash_type,crash_month,report_type,road_defect,street_name,hit_and_run_i,injuries_fatal,injuries_total,work_zone_type,trafficway_type,device_condition,first_crash_type,injuries_unknown,street_direction,crash_day_of_week,weather_condition,beat_of_occurrence,lighting_condition,most_severe_injury,posted_speed_limit,roadway_surface_cond,injuries_no_indication,intersection_related_i,sec_contributory_cause,traffic_control_device,injuries_incapacitating,prim_contributory_cause,injuries_non_incapacitating,injuries_reported_not_evident
2,3,2.0,8300,1,0,7,2,1,201,1,0.0,0.0,,10,2,10,0.0,2,1,1,412,0,2,55,0,4.0,1,31,3,0.0,19,0.0,0.0
2,3,2.0,4500,11,1,7,2,1,442,1,0.0,0.0,,6,1,16,0.0,1,5,1,1654,3,2,45,0,2.0,1,10,14,0.0,22,0.0,0.0
2,3,2.0,5500,6,1,6,2,5,631,1,0.0,0.0,,8,1,15,0.0,2,5,1,225,3,2,30,0,3.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,558,0,1,7,1,1,506,1,0.0,0.0,,10,2,0,0.0,3,3,1,1831,3,2,35,0,2.0,1,16,16,0.0,18,0.0,0.0
1,3,2.0,1,6,1,12,1,1,600,1,0.0,0.0,,10,2,7,0.0,3,4,6,1651,1,2,20,5,1.0,1,31,3,0.0,18,0.0,0.0
2,3,2.0,1,17,1,1,2,1,515,1,0.0,0.0,,12,2,7,0.0,3,6,6,1654,1,2,5,5,1.0,1,31,3,0.0,12,0.0,0.0
1,3,2.0,722,18,1,1,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,1,1,1654,1,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,3,13,1,2,1,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1653,3,2,25,5,2.0,1,24,3,0.0,23,0.0,0.0
1,3,2.0,1,13,1,2,1,1,600,1,0.0,0.0,,11,2,7,0.0,3,5,1,1651,3,2,20,0,1.0,1,24,3,0.0,23,0.0,0.0
0,3,2.0,4946,16,1,10,2,1,233,1,0.0,0.0,,10,2,7,0.0,3,6,6,1624,4,2,25,5,1.0,1,24,3,0.0,25,0.0,0.0
0,3,2.0,172,8,0,10,1,1,155,1,0.0,3.0,,10,2,10,0.0,1,1,1,1654,1,4,30,0,2.0,1,24,3,0.0,19,0.0,3.0
2,3,2.0,10020,8,1,1,2,1,143,1,0.0,0.0,,12,2,10,0.0,3,3,1,1654,3,2,25,0,2.0,1,10,3,0.0,26,0.0,0.0
1,3,2.0,17,15,1,2,1,1,131,1,0.0,0.0,,2,1,16,0.0,2,2,1,1224,3,2,30,0,2.0,1,24,14,0.0,23,0.0,0.0
2,3,2.0,521,23,1,2,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,2,1,1654,1,2,10,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,3.0,5500,11,1,10,1,1,631,1,0.0,0.0,,10,1,10,0.0,2,3,1,225,3,2,30,0,3.0,1,17,13,0.0,26,0.0,0.0
2,3,2.0,98,12,1,7,1,5,32,1,0.0,0.0,,8,2,8,0.0,3,1,1,131,3,2,30,0,2.0,1,20,3,0.0,11,0.0,0.0
2,3,2.0,1,22,1,7,2,1,458,1,0.0,0.0,,11,2,10,0.0,2,4,1,813,1,2,15,0,2.0,1,31,3,0.0,18,0.0,0.0
2,3,2.0,2,11,1,7,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1652,3,2,25,0,2.0,1,10,3,0.0,18,0.0,0.0
1,3,2.0,5100,2,1,7,2,1,631,1,0.0,0.0,,6,5,10,0.0,2,5,1,225,0,2,30,0,3.0,1,31,14,0.0,33,0.0,0.0
0,3,2.0,2,20,1,8,2,5,600,1,0.0,0.0,,10,5,9,0.0,3,7,1,1652,1,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,515,19,1,7,2,5,501,1,0.0,0.0,,12,2,7,0.0,3,1,1,1654,4,2,25,0,1.0,1,24,3,0.0,33,0.0,0.0
1,5,2.0,5,13,1,7,2,1,600,1,0.0,0.0,,17,2,11,0.0,3,4,1,1655,3,2,20,0,2.0,1,24,3,0.0,21,0.0,0.0
1,3,2.0,6259,21,1,7,1,1,394,1,0.0,0.0,,12,2,7,0.0,2,1,1,331,0,2,15,0,1.0,1,15,3,0.0,12,0.0,0.0
2,3,2.0,517,12,1,8,2,1,501,1,0.0,0.0,,13,2,7,0.0,3,4,1,1654,3,2,20,0,1.0,1,24,3,0.0,21,0.0,0.0
2,3,2.0,2,9,1,7,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,4,1,1652,3,2,20,0,2.0,1,10,3,0.0,22,0.0,0.0
1,3,2.0,100,8,1,8,2,1,155,1,0.0,0.0,,10,1,10,0.0,1,2,1,1654,3,2,35,0,2.0,1,31,14,0.0,19,0.0,0.0
2,0,2.0,700,15,1,7,2,1,501,1,0.0,0.0,,13,2,15,0.0,3,4,1,1654,3,2,25,0,2.0,1,24,3,0.0,23,0.0,0.0
2,3,2.0,582,5,1,7,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,1,6,1654,2,2,20,5,1.0,1,10,3,0.0,22,0.0,0.0
2,3,2.0,6299,10,1,6,2,5,394,1,0.0,0.0,,3,1,10,0.0,2,7,6,331,3,2,30,5,4.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,3,12,1,7,2,1,600,1,0.0,0.0,,10,2,0,0.0,3,6,1,1653,3,2,30,0,3.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,1,16,1,7,1,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1651,3,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,5500,13,1,7,1,5,631,1,0.0,0.0,,6,3,0,0.0,2,6,1,225,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,1.0,5700,13,1,7,2,1,631,1,0.0,0.0,,2,2,2,0.0,2,6,1,232,3,2,25,0,1.0,1,10,3,0.0,3,0.0,0.0
1,2,2.0,12809,14,1,7,2,1,355,1,0.0,0.0,,3,1,10,0.0,3,5,1,1654,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,5,15,1,7,1,5,600,1,0.0,0.0,,10,1,10,0.0,3,2,1,1655,3,2,35,0,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,2,8,1,8,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,2,1,1652,3,2,20,0,2.0,1,10,3,0.0,19,0.0,0.0
2,3,2.0,4630,17,1,6,2,1,598,1,0.0,0.0,,10,2,10,0.0,2,5,1,922,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,15,1,7,1,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,1,1651,3,2,20,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,6,1,8,2,1,513,1,0.0,0.0,,12,2,11,0.0,3,3,1,1654,3,2,10,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,7099,15,1,8,1,1,125,1,0.0,0.0,,8,2,15,0.0,2,4,6,322,3,2,30,5,2.0,1,10,3,0.0,18,0.0,0.0
2,3,2.0,5500,12,1,7,1,1,631,1,0.0,0.0,,8,3,0,0.0,2,1,2,225,3,2,25,0,2.0,1,21,14,0.0,33,0.0,0.0
2,3,2.0,1,9,0,7,2,5,512,1,0.0,0.0,,12,2,16,0.0,3,5,1,1654,1,2,10,0,2.0,1,31,13,0.0,33,0.0,0.0
2,3,2.0,1,21,1,8,2,1,248,1,0.0,0.0,,10,2,7,0.0,2,6,1,813,1,2,15,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,13,21,1,7,1,5,131,1,0.0,0.0,,2,1,11,0.0,2,7,10,1224,1,2,35,4,2.0,1,24,14,0.0,21,0.0,0.0
2,3,3.0,9800,14,1,8,2,5,372,1,0.0,0.0,,3,2,10,0.0,3,1,1,1654,3,2,45,0,3.0,1,24,3,0.0,33,0.0,0.0
2,3,4.0,4331,21,0,7,2,1,442,1,1.0,6.0,,6,1,16,0.0,1,5,1,1654,1,0,40,0,0.0,1,24,14,1.0,6,2.0,2.0
2,3,2.0,6710,10,1,7,2,1,228,1,0.0,0.0,,10,2,10,0.0,2,2,1,331,3,2,25,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,22,1,7,2,1,512,1,0.0,0.0,,12,2,7,0.0,3,3,1,1654,1,2,10,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,1.0,3059,3,0,7,2,1,179,1,0.0,0.0,,8,2,6,0.0,2,1,1,1034,1,2,30,0,1.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,93,22,1,8,2,5,155,1,0.0,0.0,,3,1,15,0.0,1,3,1,1654,1,2,20,0,3.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,6299,16,0,7,2,1,647,1,0.0,2.0,,6,5,0,0.0,2,6,1,711,3,1,35,0,2.0,1,24,14,2.0,18,0.0,0.0
2,3,2.0,3,0,1,7,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1653,1,2,20,0,4.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,5,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,5,2,1651,1,2,25,0,2.0,1,10,3,0.0,18,0.0,0.0
1,3,2.0,3,9,1,7,1,1,600,1,0.0,0.0,,11,2,15,0.0,3,2,1,1653,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,13000,17,1,8,1,1,166,1,0.0,0.0,,8,1,15,0.0,2,2,1,433,3,2,30,0,2.0,1,31,13,0.0,33,0.0,0.0
2,3,2.0,3,7,1,7,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,7,1,1653,3,2,25,0,1.0,1,31,3,0.0,9,0.0,0.0
2,3,1.0,5500,21,1,6,1,3,631,1,0.0,0.0,,10,2,2,0.0,2,3,1,225,1,2,30,0,1.0,1,24,3,0.0,30,0.0,0.0
2,3,2.0,50,12,0,8,2,1,155,1,0.0,1.0,,8,1,16,0.0,1,3,1,1654,3,3,30,0,1.0,1,24,13,0.0,33,1.0,0.0
2,3,2.0,5500,0,0,7,2,5,631,1,0.0,1.0,,15,3,0,0.0,2,2,1,225,1,3,30,0,1.0,1,6,14,0.0,18,1.0,0.0
2,3,2.0,13000,14,0,7,2,1,590,1,0.0,0.0,,8,2,14,0.0,2,6,1,434,3,2,30,0,2.0,1,24,3,0.0,17,0.0,0.0
1,3,2.0,3908,6,1,8,2,1,536,1,0.0,0.0,,8,2,16,0.0,2,2,1,925,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,516,20,1,7,2,5,501,1,0.0,0.0,,11,2,7,0.0,3,3,1,1654,1,2,30,4,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,1,11,1,7,1,1,600,1,0.0,0.0,,10,2,10,0.0,3,4,1,1651,3,2,25,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,500,14,1,8,1,1,97,1,0.0,0.0,,8,1,10,0.0,3,4,1,622,3,2,30,0,4.0,1,24,14,0.0,25,0.0,0.0
2,3,2.0,153,18,0,12,2,1,155,1,0.0,1.0,,3,1,10,0.0,1,2,1,1654,1,4,30,0,1.0,1,24,14,0.0,19,0.0,1.0
2,3,2.0,2,7,1,10,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1652,3,2,30,0,2.0,1,16,3,0.0,19,0.0,0.0
0,3,2.0,8801,13,1,7,2,1,200,1,0.0,0.0,,11,4,10,0.0,2,3,1,423,3,2,15,0,2.0,1,24,5,0.0,19,0.0,0.0
1,3,2.0,524,9,1,7,2,1,501,1,0.0,0.0,,3,1,16,0.0,3,2,1,1654,3,2,30,0,2.0,1,21,14,0.0,24,0.0,0.0
1,3,1.0,1,7,1,8,1,1,512,1,0.0,0.0,,12,2,2,0.0,3,3,1,1654,3,2,15,0,1.0,1,33,3,0.0,21,0.0,0.0
2,3,2.0,2144,16,1,8,2,5,341,1,0.0,0.0,,8,2,16,0.0,2,3,1,1234,3,2,20,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,5500,13,1,9,1,1,631,1,0.0,0.0,,10,1,15,0.0,2,2,1,225,3,2,30,0,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,521,13,1,9,1,1,501,1,0.0,0.0,,2,1,10,0.0,3,6,1,1654,3,2,30,0,3.0,1,24,14,0.0,19,0.0,0.0
1,3,2.0,10909,4,1,8,2,1,331,1,0.0,0.0,,2,2,16,0.0,3,2,6,1654,1,2,30,5,2.0,1,16,3,0.0,23,0.0,0.0
2,2,2.0,8701,6,1,8,2,1,200,1,0.0,0.0,,3,1,11,0.0,2,1,2,412,3,2,35,0,8.0,1,3,6,0.0,21,0.0,0.0
2,3,2.0,7948,8,1,9,2,1,259,1,0.0,0.0,,10,2,11,0.0,2,2,6,624,3,2,25,5,2.0,1,24,3,0.0,36,0.0,0.0
2,3,2.0,7130,18,1,8,1,1,590,1,0.0,0.0,,3,2,15,0.0,2,5,1,324,3,2,30,0,4.0,1,15,3,0.0,26,0.0,0.0
1,3,2.0,172,13,1,8,1,1,155,1,0.0,0.0,,6,1,0,0.0,1,6,1,1654,3,2,15,0,2.0,1,16,14,0.0,18,0.0,0.0
1,3,2.0,10001,7,1,8,1,5,613,1,0.0,0.0,,8,5,10,0.0,2,3,10,2232,5,2,30,4,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,617,23,0,2,2,1,501,1,0.0,2.0,,8,2,16,0.0,3,6,1,1654,1,3,30,0,1.0,1,24,3,0.0,18,1.0,1.0
2,3,2.0,2,10,1,3,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,1,1,1652,3,2,25,0,2.0,1,10,3,0.0,18,0.0,0.0
2,3,2.0,6701,15,1,3,2,1,245,1,0.0,0.0,,10,2,10,0.0,3,7,1,2512,3,2,30,0,5.0,1,24,3,0.0,19,0.0,0.0
2,3,1.0,6564,18,0,3,2,1,304,1,0.0,0.0,,8,2,5,0.0,3,1,1,2512,3,2,30,0,2.0,1,24,3,0.0,12,0.0,0.0
0,3,2.0,539,12,1,2,2,5,501,1,0.0,0.0,,11,2,2,0.0,3,6,1,1654,3,2,15,0,5.0,1,24,3,0.0,33,0.0,0.0
2,2,2.0,1,3,1,2,2,1,461,1,0.0,0.0,,10,2,3,0.0,2,7,1,813,1,2,15,0,2.0,1,31,3,0.0,11,0.0,0.0
2,3,2.0,5500,18,1,9,1,1,631,1,0.0,0.0,,10,1,16,0.0,2,4,1,225,1,2,20,0,2.0,1,24,14,0.0,18,0.0,0.0
2,3,2.0,265,19,1,8,1,5,374,1,0.0,0.0,,8,2,3,0.0,1,5,10,1113,5,2,20,4,4.0,1,31,3,0.0,26,0.0,0.0
1,3,2.0,1438,14,1,6,2,5,74,1,0.0,0.0,,11,2,2,0.0,3,2,1,713,5,2,30,0,1.0,1,24,5,0.0,25,0.0,0.0
2,3,2.0,5700,16,1,8,1,1,631,1,0.0,0.0,,10,2,10,0.0,2,6,1,232,3,2,30,0,2.0,1,17,3,0.0,19,0.0,0.0
2,3,1.0,8800,16,1,7,1,5,201,1,0.0,0.0,,3,5,2,0.0,2,4,1,412,3,2,50,0,1.0,1,24,15,0.0,25,0.0,0.0
2,3,2.0,1,14,1,8,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,1,1,1651,3,2,15,0,3.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3,15,1,7,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,4,6,1653,3,2,22,5,2.0,1,24,3,0.0,19,0.0,0.0
2,3,2.0,8801,14,1,8,2,1,200,1,0.0,0.0,,3,1,15,0.0,2,6,1,423,3,2,55,0,2.0,1,24,5,0.0,23,0.0,0.0
2,2,1.0,1,4,1,8,2,1,461,1,0.0,0.0,,13,2,2,0.0,2,2,1,813,1,2,15,0,1.0,1,31,3,0.0,21,0.0,0.0
0,2,2.0,412,12,1,9,2,1,501,1,0.0,0.0,,11,2,7,0.0,3,1,1,1654,3,2,20,0,2.0,1,24,3,0.0,22,0.0,0.0
2,3,2.0,2,8,1,8,2,1,600,1,0.0,0.0,,10,2,14,0.0,3,2,6,1652,3,2,25,5,2.0,1,34,3,0.0,26,0.0,0.0
2,3,2.0,137,21,1,9,1,1,155,1,0.0,0.0,,6,0,16,0.0,1,6,1,1654,1,2,25,0,2.0,1,24,14,0.0,24,0.0,0.0
2,3,2.0,1,16,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1651,3,2,25,0,2.0,1,31,3,0.0,33,0.0,0.0
2,5,2.0,3,6,1,7,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1653,3,2,30,0,3.0,1,31,3,0.0,33,0.0,0.0
2,3,1.0,0,0,1,9,2,5,610,1,0.0,0.0,,11,5,5,0.0,1,5,1,6100,1,2,30,0,1.0,1,24,15,0.0,33,0.0,0.0
2,3,2.0,3099,22,0,8,2,1,179,1,0.0,0.0,,8,2,4,0.0,2,4,1,1034,1,2,30,0,2.0,1,20,3,0.0,23,0.0,0.0
2,3,2.0,2,19,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,1,6,1652,1,2,25,5,2.0,1,31,3,0.0,12,0.0,0.0
1,3,2.0,851,13,1,7,1,5,135,1,0.0,0.0,,6,5,10,0.0,2,6,1,1513,3,2,30,0,2.0,1,31,14,0.0,19,0.0,0.0
0,3,2.0,5,19,0,8,2,1,600,1,0.0,1.0,,10,2,9,0.0,3,2,1,1655,4,3,25,0,1.0,1,31,3,0.0,12,1.0,0.0
2,4,2.0,859,9,0,8,2,1,135,1,0.0,0.0,,8,1,0,0.0,2,6,1,1513,3,2,30,0,2.0,1,24,13,0.0,18,0.0,0.0
2,3,2.0,1,21,1,9,2,1,516,1,0.0,0.0,,3,1,10,0.0,3,7,1,1654,1,2,20,0,2.0,1,24,13,0.0,19,0.0,0.0
2,3,2.0,895,10,1,8,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,4,1,1654,3,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,143,8,0,8,2,1,155,1,0.0,0.0,,6,1,15,0.0,1,1,1,1654,3,2,30,0,5.0,1,10,14,0.0,22,0.0,0.0
2,3,2.0,6258,13,1,8,1,5,394,1,0.0,0.0,,2,2,15,0.0,2,2,1,331,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,400,21,0,9,1,1,511,1,0.0,1.0,,8,2,9,0.0,1,4,1,1834,0,1,30,0,1.0,1,24,3,1.0,33,0.0,0.0
1,3,2.0,5101,17,1,7,1,1,444,1,0.0,0.0,,8,2,16,0.0,1,7,1,2024,3,2,30,0,2.0,1,31,3,0.0,18,0.0,0.0
1,3,2.0,3,21,1,8,2,1,600,1,0.0,0.0,,10,2,0,0.0,3,7,1,1653,1,2,15,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,4930,9,1,8,2,1,525,1,0.0,0.0,,8,2,15,0.0,2,4,1,933,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,7130,15,0,7,2,5,590,1,0.0,2.0,,6,2,16,0.0,2,7,1,324,3,3,30,0,0.0,1,22,3,0.0,24,2.0,0.0
2,3,2.0,5,13,1,9,1,1,600,1,0.0,0.0,,12,2,16,0.0,3,2,2,1655,3,2,20,0,2.0,1,24,3,0.0,23,0.0,0.0
2,3,2.0,3,18,1,9,2,5,600,1,0.0,0.0,,10,2,15,0.0,3,1,6,1653,3,2,25,5,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,6299,22,1,8,1,5,536,1,0.0,0.0,,8,5,15,0.0,2,1,1,711,1,2,30,4,2.0,1,24,15,0.0,23,0.0,0.0
2,3,2.0,3,10,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,1,1,1653,3,2,10,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1,10,1,8,2,1,600,1,0.0,0.0,,10,2,7,0.0,3,2,1,1651,3,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,1.0,6539,4,0,8,2,1,200,1,0.0,0.0,,13,2,2,0.0,2,1,1,312,0,2,45,0,1.0,1,10,3,0.0,12,0.0,0.0
1,3,2.0,1,22,1,7,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,4,1,1651,1,2,15,0,2.0,1,24,3,0.0,22,0.0,0.0
2,3,2.0,830,11,0,8,2,1,501,1,0.0,1.0,,8,2,15,0.0,3,1,1,1654,3,4,30,0,1.0,1,31,3,0.0,33,0.0,1.0
2,3,2.0,5,15,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,2,1,1655,3,2,25,0,3.0,1,31,3,0.0,22,0.0,0.0
2,3,2.0,524,11,1,8,2,1,501,1,0.0,0.0,,2,1,16,0.0,3,1,1,1654,3,2,30,0,2.0,1,24,14,0.0,24,0.0,0.0
2,0,2.0,6701,8,0,8,2,1,200,1,0.0,1.0,,3,1,15,0.0,2,2,6,322,3,4,45,5,2.0,1,10,5,0.0,17,0.0,1.0
1,3,2.0,859,22,1,8,1,1,135,1,0.0,0.0,,8,1,16,0.0,2,6,1,1513,1,2,30,0,3.0,1,31,14,0.0,33,0.0,0.0
1,3,2.0,1,17,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,7,1,1651,3,2,20,0,2.0,1,20,3,0.0,22,0.0,0.0
2,3,2.0,12600,19,1,7,2,1,355,1,0.0,0.0,,6,1,10,0.0,3,6,1,1654,4,2,45,0,2.0,1,24,14,0.0,19,0.0,0.0
1,3,2.0,1,9,1,8,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1651,3,2,20,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,1.0,583,7,0,8,2,1,501,1,0.0,1.0,,12,2,2,0.0,3,4,1,1654,3,1,20,0,0.0,1,24,3,1.0,27,0.0,0.0
2,3,2.0,710,9,1,8,2,1,501,1,0.0,0.0,,6,1,10,0.0,3,7,1,1654,3,2,45,0,2.0,1,10,14,0.0,19,0.0,0.0
1,3,2.0,2651,6,1,9,1,1,178,1,0.0,0.0,,8,2,10,0.0,2,4,1,1034,3,2,30,0,2.0,1,31,3,0.0,19,0.0,0.0
2,3,2.0,2518,1,1,8,1,1,83,1,0.0,0.0,,10,2,7,0.0,0,3,1,334,1,2,0,0,1.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,6299,14,1,8,1,1,394,1,0.0,0.0,,3,2,15,0.0,2,6,1,331,3,2,45,0,2.0,1,21,3,0.0,22,0.0,0.0
2,3,2.0,804,9,1,8,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,2,1,1654,3,2,20,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,825,10,0,8,2,1,501,1,0.0,0.0,,12,2,11,0.0,3,4,1,1651,3,2,15,0,2.0,1,31,3,0.0,21,0.0,0.0
1,3,2.0,1,12,1,8,2,1,515,1,0.0,0.0,,12,2,7,0.0,3,3,1,1654,3,2,20,0,2.0,1,10,3,0.0,19,0.0,0.0
2,3,2.0,13000,7,1,9,1,5,166,1,0.0,0.0,,8,5,10,0.0,2,5,1,433,3,2,30,4,4.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,535,6,1,9,2,1,102,1,0.0,0.0,,10,2,7,0.0,3,2,1,2223,1,2,20,0,1.0,1,31,3,0.0,17,0.0,0.0
2,3,2.0,1,9,1,8,1,1,600,1,0.0,0.0,,10,2,15,0.0,3,6,1,1651,3,2,25,0,2.0,1,10,3,0.0,18,0.0,0.0
2,2,2.0,1,7,1,8,1,1,600,1,0.0,0.0,,10,2,15,0.0,3,3,1,1651,3,2,20,0,2.0,1,24,3,0.0,23,0.0,0.0
2,3,2.0,9700,12,1,8,2,1,372,1,0.0,0.0,,10,2,10,0.0,3,2,1,1654,3,2,55,0,5.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,3514,9,1,8,2,1,319,1,0.0,0.0,,8,2,10,0.0,1,4,1,1631,3,2,30,0,2.0,1,24,3,0.0,19,0.0,0.0
2,3,2.0,1,22,1,8,2,1,512,1,0.0,0.0,,12,2,7,0.0,3,6,1,1654,1,2,15,0,1.0,1,31,3,0.0,21,0.0,0.0
1,3,2.0,5500,8,1,9,1,5,631,1,0.0,0.0,,15,1,10,0.0,2,4,1,225,3,2,30,0,2.0,1,17,14,0.0,19,0.0,0.0
2,3,2.0,1,6,1,10,2,1,600,1,0.0,0.0,,10,2,10,0.0,3,7,1,1651,2,2,20,0,2.0,1,10,3,0.0,19,0.0,0.0
2,3,2.0,1201,16,1,9,2,5,388,1,0.0,0.0,,6,5,0,0.0,2,2,1,1011,3,2,30,4,2.0,1,24,14,0.0,25,0.0,0.0
1,3,2.0,412,17,1,9,2,1,501,1,0.0,0.0,,17,2,7,0.0,3,3,1,1654,3,2,25,0,1.0,1,24,3,0.0,23,0.0,0.0
2,3,2.0,1,21,1,12,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,5,1,1651,1,2,15,0,3.0,1,16,3,0.0,23,0.0,0.0
2,3,2.0,5500,11,0,8,2,1,631,1,0.0,2.0,,6,1,0,0.0,2,3,1,225,3,3,30,0,1.0,1,31,14,0.0,6,2.0,0.0
1,3,2.0,3,23,1,8,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,1,1,1653,1,2,20,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,895,18,1,9,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,3,1,1654,3,2,15,0,1.0,1,31,3,0.0,21,0.0,0.0
0,0,2.0,6500,13,0,8,2,1,201,1,0.0,1.0,,13,2,15,0.0,2,4,1,722,3,3,45,0,1.0,1,24,3,0.0,22,1.0,0.0
2,4,1.0,119,17,1,9,2,1,207,1,0.0,0.0,,13,2,2,0.0,1,2,1,111,3,2,10,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,1,6,1,9,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,5,1,1651,3,2,15,0,2.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,1,11,1,9,1,1,600,1,0.0,0.0,,11,2,15,0.0,3,5,1,1651,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,77,18,0,9,2,5,434,1,0.0,1.0,,10,5,0,0.0,3,3,1,111,0,3,30,0,1.0,1,20,15,0.0,22,1.0,0.0
2,3,2.0,173,17,0,8,2,1,155,1,0.0,1.0,,11,2,15,0.0,1,3,1,1654,3,1,20,0,3.0,0,20,3,1.0,18,0.0,0.0
2,3,2.0,1,13,1,9,2,1,516,1,0.0,0.0,,12,2,16,0.0,3,5,1,1654,3,2,15,0,2.0,1,10,3,0.0,18,0.0,0.0
2,3,2.0,3,14,1,9,2,1,600,1,0.0,0.0,,10,2,15,0.0,3,4,1,1653,3,2,20,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,2,8,1,8,2,1,600,1,0.0,0.0,,11,2,15,0.0,3,5,6,1652,3,2,20,5,4.0,1,31,3,0.0,33,0.0,0.0
2,2,2.0,6601,12,0,10,2,1,200,1,0.0,1.0,,3,2,15,0.0,2,4,6,312,3,3,45,5,1.0,1,31,3,0.0,33,1.0,0.0
2,3,2.0,6231,5,0,8,2,6,647,1,0.0,0.0,,11,2,10,0.0,2,1,1,711,2,2,30,0,2.0,1,17,3,0.0,17,0.0,0.0
1,3,2.0,895,15,1,9,2,1,501,1,0.0,0.0,,12,2,7,0.0,3,2,1,1654,3,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
