views,rank,view_history,type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,normalizedtitle,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,coordinates.lat,coordinates.lon,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
71787,32,"[{'date': '2026-05-15Z', 'views': 33752}, {'date': '2026-05-16Z', 'views': 30419}, {'date': '2026-05-17Z', 'views': 28621}, {'date': '2026-05-18Z', 'views': 33038}, {'date': '2026-05-19Z', 'views': 71787}]",standard,The_Mandalorian_and_Grogu,<i>The Mandalorian and Grogu</i>,Q124246549,62414185,en,ltr,1356368410,a60a3b7b-59b0-11f1-941f-2d259eef616d,2026-05-27T09:44:26Z,2026 Star Wars film by Jon Favreau,local,"Star Wars: The Mandalorian and Grogu is a 2026 American science fiction film directed by Jon Favreau, who co-wrote the film with Dave Filoni and Noah Kloor. Produced by Lucasfilm and Fairview Entertainment, and distributed by Walt Disney Studios Motion Pictures, it is part of the Star Wars franchise and is a continuation of the Disney+ television series The Mandalorian (2019–2023). Pedro Pascal stars as Din Djarin / The Mandalorian—who was also portrayed on set by Brendan Wayne and Lateef Crowder—alongside Jeremy Allen White, Jonny Coyne, Martin Scorsese, and Sigourney Weaver. In the film, which is set following the fall of the Galactic Empire, Djarin and his apprentice Grogu are enlisted by the New Republic to rescue Rotta the Hutt (White) in exchange for information on a target.","<p><i><b>Star Wars: The Mandalorian and Grogu</b></i> is a 2026 American science fiction film directed by Jon Favreau, who co-wrote the film with Dave Filoni and Noah Kloor. Produced by Lucasfilm and Fairview Entertainment, and distributed by Walt Disney Studios Motion Pictures, it is part of the <i>Star Wars</i> franchise and is a continuation of the Disney+ television series <i>The Mandalorian</i> (2019–2023). Pedro Pascal stars as Din Djarin / The Mandalorian—who was also portrayed on set by Brendan Wayne and Lateef Crowder—alongside Jeremy Allen White, Jonny Coyne, Martin Scorsese, and Sigourney Weaver. In the film, which is set following the fall of the Galactic Empire, Djarin and his apprentice Grogu are enlisted by the New Republic to rescue Rotta the Hutt (White) in exchange for information on a target.</p>",The Mandalorian and Grogu,0,,The_Mandalorian_and_Grogu,The Mandalorian and Grogu,<i>The Mandalorian and Grogu</i>,https://upload.wikimedia.org/wikipedia/en/4/4c/The_Mandalorian_and_Grogu_poster.jpg,259.0,384.0,https://upload.wikimedia.org/wikipedia/en/4/4c/The_Mandalorian_and_Grogu_poster.jpg,259.0,384.0,,,https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu,https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu?action=history,https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu?action=edit,https://en.wikipedia.org/wiki/Talk:The_Mandalorian_and_Grogu,https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu,https://en.wikipedia.org/wiki/Special:History/The_Mandalorian_and_Grogu,https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu?action=edit,https://en.wikipedia.org/wiki/Talk:The_Mandalorian_and_Grogu
68625,33,"[{'date': '2026-05-15Z', 'views': 67362}, {'date': '2026-05-16Z', 'views': 53126}, {'date': '2026-05-17Z', 'views': 56960}, {'date': '2026-05-18Z', 'views': 58421}, {'date': '2026-05-19Z', 'views': 68625}]",standard,The_Boys_season_5,<i>The Boys</i> season 5,Q127691660,77406922,en,ltr,1356376972,d1e0ecc2-59bf-11f1-b1f4-7bafa4172daf,2026-05-27T11:33:02Z,Final season of television series The Boys,local,"The fifth and final season of the American satirical superhero television series The Boys, the first series in the franchise based on the comic book series of the same name created by Garth Ennis and Darick Robertson, was developed for television by Eric Kripke. The season was produced by Sony Pictures Television and Amazon MGM Studios in association with Point Grey Pictures, Original Film, Kripke Enterprises, Kickstart Entertainment, and KFL Nightsky Productions.","<p>The fifth and final season of the American satirical superhero television series <i>The Boys</i>, the first series in the franchise based on the comic book series of the same name created by Garth Ennis and Darick Robertson, was developed for television by Eric Kripke. The season was produced by Sony Pictures Television and Amazon MGM Studios in association with Point Grey Pictures, Original Film, Kripke Enterprises, Kickstart Entertainment, and KFL Nightsky Productions.</p>",The Boys season 5,0,,The_Boys_season_5,The Boys season 5,<i>The Boys</i> season 5,https://upload.wikimedia.org/wikipedia/en/9/9b/The_Boys_Season_5.jpg,282.0,352.0,https://upload.wikimedia.org/wikipedia/en/9/9b/The_Boys_Season_5.jpg,282.0,352.0,,,https://en.wikipedia.org/wiki/The_Boys_season_5,https://en.wikipedia.org/wiki/The_Boys_season_5?action=history,https://en.wikipedia.org/wiki/The_Boys_season_5?action=edit,https://en.wikipedia.org/wiki/Talk:The_Boys_season_5,https://en.wikipedia.org/wiki/The_Boys_season_5,https://en.wikipedia.org/wiki/Special:History/The_Boys_season_5,https://en.wikipedia.org/wiki/The_Boys_season_5?action=edit,https://en.wikipedia.org/wiki/Talk:The_Boys_season_5
68522,34,"[{'date': '2026-05-15Z', 'views': 6406}, {'date': '2026-05-16Z', 'views': 8169}, {'date': '2026-05-17Z', 'views': 42710}, {'date': '2026-05-18Z', 'views': 58206}, {'date': '2026-05-19Z', 'views': 68522}]",standard,Shai_Gilgeous-Alexander,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Shai Gilgeous-Alexander</span></span>",Q32860369,54516984,en,ltr,1356347132,549c834b-598d-11f1-806f-64225bc94653,2026-05-27T05:31:37Z,Canadian basketball player (born 1998),local,"Shaivonte Aician Gilgeous-Alexander, also known by his initials SGA, is a Canadian professional basketball player for the Oklahoma City Thunder of the National Basketball Association (NBA). He is a four-time NBA All-Star, a four-time All-NBA First Team member, and two-time NBA Most Valuable Player (MVP). Gilgeous-Alexander led the Thunder to their first NBA championship since relocating from Seattle to Oklahoma City, becoming the 11th Canadian to win an NBA title.","<p><b>Shaivonte Aician Gilgeous-Alexander</b>, also known by his initials <b>SGA</b>, is a Canadian professional basketball player for the Oklahoma City Thunder of the National Basketball Association (NBA). He is a four-time NBA All-Star, a four-time All-NBA First Team member, and two-time NBA Most Valuable Player (MVP). Gilgeous-Alexander led the Thunder to their first NBA championship since relocating from Seattle to Oklahoma City, becoming the 11th Canadian to win an NBA title.</p>",Shai Gilgeous-Alexander,0,,Shai_Gilgeous-Alexander,Shai Gilgeous-Alexander,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Shai Gilgeous-Alexander</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/2023-08-09_Deutschland_gegen_Kanada_%28Basketball-L%C3%A4nderspiel%29_by_Sandro_Halank%E2%80%93109.jpg/330px-2023-08-09_Deutschland_gegen_Kanada_%28Basketball-L%C3%A4nderspiel%29_by_Sandro_Halank%E2%80%93109.jpg,330.0,384.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/2023-08-09_Deutschland_gegen_Kanada_%28Basketball-L%C3%A4nderspiel%29_by_Sandro_Halank%E2%80%93109.jpg,2486.0,2896.0,,,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander?action=history,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander?action=edit,https://en.wikipedia.org/wiki/Talk:Shai_Gilgeous-Alexander,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander,https://en.wikipedia.org/wiki/Special:History/Shai_Gilgeous-Alexander,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander?action=edit,https://en.wikipedia.org/wiki/Talk:Shai_Gilgeous-Alexander
67635,35,"[{'date': '2026-05-15Z', 'views': 6906}, {'date': '2026-05-16Z', 'views': 29301}, {'date': '2026-05-17Z', 'views': 11584}, {'date': '2026-05-18Z', 'views': 9470}, {'date': '2026-05-19Z', 'views': 67635}]",standard,Clash_in_Italy,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Clash in Italy</span></span>",Q138341357,82452803,en,ltr,1356376297,cf31c91b-59be-11f1-bd7c-e5f9f9080366,2026-05-27T11:25:48Z,2026 WWE pay-per-view and livestreaming event,local,"Clash in Italy is an upcoming 2026 professional wrestling pay-per-view (PPV) and livestreaming event produced by the American company WWE. The event will take place on Sunday, May 31, 2026, at the Inalpi Arena in Turin, Italy, and will be held for wrestlers from the promotion's Raw and SmackDown brand divisions. This marks WWE's first-ever PPV and livestreaming event held in Italy.","<p><b>Clash in Italy</b> is an upcoming 2026 professional wrestling pay-per-view (PPV) and livestreaming event produced by the American company WWE. The event will take place on Sunday, May 31, 2026, at the Inalpi Arena in Turin, Italy, and will be held for wrestlers from the promotion's Raw and SmackDown brand divisions. This marks WWE's first-ever PPV and livestreaming event held in Italy.</p>",Clash in Italy,0,,Clash_in_Italy,Clash in Italy,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Clash in Italy</span></span>",https://upload.wikimedia.org/wikipedia/en/1/17/WWE_Clash_in_Italy_poster.jpg,283.0,354.0,https://upload.wikimedia.org/wikipedia/en/1/17/WWE_Clash_in_Italy_poster.jpg,283.0,354.0,,,https://en.wikipedia.org/wiki/Clash_in_Italy,https://en.wikipedia.org/wiki/Clash_in_Italy?action=history,https://en.wikipedia.org/wiki/Clash_in_Italy?action=edit,https://en.wikipedia.org/wiki/Talk:Clash_in_Italy,https://en.wikipedia.org/wiki/Clash_in_Italy,https://en.wikipedia.org/wiki/Special:History/Clash_in_Italy,https://en.wikipedia.org/wiki/Clash_in_Italy?action=edit,https://en.wikipedia.org/wiki/Talk:Clash_in_Italy
65036,36,"[{'date': '2026-05-15Z', 'views': 56633}, {'date': '2026-05-16Z', 'views': 38747}, {'date': '2026-05-17Z', 'views': 46308}, {'date': '2026-05-18Z', 'views': 58668}, {'date': '2026-05-19Z', 'views': 65036}]",standard,Limonene,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Limonene</span></span>",Q278809,1779163,en,ltr,1351546770,b42058ea-4327-11f1-b385-07adbe077899,2026-04-28T17:28:43Z,Terpene hydrocarbon,local,"Limonene is a colorless liquid aliphatic hydrocarbon classified as a cyclic monoterpene, and is the major component in the fragrance and essential oil of citrus fruit peels, taking its name from Italian limone (""lemon"").","<p><b>Limonene</b> is a colorless liquid aliphatic hydrocarbon classified as a cyclic monoterpene, and is the major component in the fragrance and essential oil of citrus fruit peels, taking its name from Italian <i>limone</i> (""lemon"").</p>",Limonene,0,,Limonene,Limonene,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Limonene</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Limonene.jpg/330px-Limonene.jpg,330.0,368.0,https://upload.wikimedia.org/wikipedia/commons/c/cb/Limonene.jpg,2912.0,3248.0,,,https://en.wikipedia.org/wiki/Limonene,https://en.wikipedia.org/wiki/Limonene?action=history,https://en.wikipedia.org/wiki/Limonene?action=edit,https://en.wikipedia.org/wiki/Talk:Limonene,https://en.wikipedia.org/wiki/Limonene,https://en.wikipedia.org/wiki/Special:History/Limonene,https://en.wikipedia.org/wiki/Limonene?action=edit,https://en.wikipedia.org/wiki/Talk:Limonene
63475,37,"[{'date': '2026-05-15Z', 'views': 62534}, {'date': '2026-05-16Z', 'views': 64871}, {'date': '2026-05-17Z', 'views': 67103}, {'date': '2026-05-18Z', 'views': 66438}, {'date': '2026-05-19Z', 'views': 63475}]",standard,Belmont_Cameli,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Belmont Cameli</span></span>",Q109408139,78890770,en,ltr,1356297746,872b8b8b-5957-11f1-aa4f-a5a5a13ffb2a,2026-05-26T23:06:29Z,American actor (born 1998),local,"Philip Belmont Cameli is an American actor, best known for his roles as Jamie Spano in the Saved by the Bell reboot (2020–2021), Eli in the Netflix film Along for the Ride (2022) and Garrett Graham in the Amazon Prime Video series Off Campus (2026–present).","<p><b>Philip Belmont Cameli</b> is an American actor, best known for his roles as Jamie Spano in the <i>Saved by the Bell</i> reboot (2020–2021), Eli in the Netflix film <i>Along for the Ride</i> (2022) and Garrett Graham in the Amazon Prime Video series <i>Off Campus</i> (2026–present).</p>",Belmont Cameli,0,,Belmont_Cameli,Belmont Cameli,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Belmont Cameli</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Belmont_Cameli_by_Gage_Skidmore.jpg/330px-Belmont_Cameli_by_Gage_Skidmore.jpg,330.0,431.0,https://upload.wikimedia.org/wikipedia/commons/5/58/Belmont_Cameli_by_Gage_Skidmore.jpg,1760.0,2296.0,,,https://en.wikipedia.org/wiki/Belmont_Cameli,https://en.wikipedia.org/wiki/Belmont_Cameli?action=history,https://en.wikipedia.org/wiki/Belmont_Cameli?action=edit,https://en.wikipedia.org/wiki/Talk:Belmont_Cameli,https://en.wikipedia.org/wiki/Belmont_Cameli,https://en.wikipedia.org/wiki/Special:History/Belmont_Cameli,https://en.wikipedia.org/wiki/Belmont_Cameli?action=edit,https://en.wikipedia.org/wiki/Talk:Belmont_Cameli
63201,38,"[{'date': '2026-05-15Z', 'views': 75497}, {'date': '2026-05-16Z', 'views': 50059}, {'date': '2026-05-17Z', 'views': 29665}, {'date': '2026-05-18Z', 'views': 46690}, {'date': '2026-05-19Z', 'views': 63201}]",standard,XXX_(Kendrick_Lamar_song),"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">XXX (Kendrick Lamar song)</span></span>",Q29831618,53747592,en,ltr,1354499906,132702b6-5167-11f1-9cae-6c81b0e2c59e,2026-05-16T20:37:37Z,Song by Kendrick Lamar featuring U2,local,"""XXX"" is a song by American rapper Kendrick Lamar, from his fourth studio album Damn, released on April 14, 2017. The eleventh track on the album, the song was written by Lamar, Mike Will Made It, DJ Dahi, Mark Spears a.k.a. Sounwave, Anthony Tiffith, Bono, the Edge, Adam Clayton, and Larry Mullen Jr., and produced by Mike Will Made It, DJ Dahi, and Sounwave, with additional production by Top Dawg and Bēkon. The song features samples of the songs ""America"" by Bēkon and ""American Soul"" by Irish rock band U2.","<p>""<b>XXX</b>"" is a song by American rapper Kendrick Lamar, from his fourth studio album <i>Damn</i>, released on April 14, 2017. The eleventh track on the album, the song was written by Lamar, Mike Will Made It, DJ Dahi, Mark Spears <abbr>a.k.a.</abbr> Sounwave, Anthony Tiffith, Bono, the Edge, Adam Clayton, and Larry Mullen Jr., and produced by Mike Will Made It, DJ Dahi, and Sounwave, with additional production by Top Dawg and Bēkon. The song features samples of the songs ""America"" by Bēkon and ""American Soul"" by Irish rock band U2.</p>",XXX (Kendrick Lamar song),0,,XXX_(Kendrick_Lamar_song),XXX (Kendrick Lamar song),"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">XXX (Kendrick Lamar song)</span></span>",,,,,,,,,https://en.wikipedia.org/wiki/XXX_(Kendrick_Lamar_song),https://en.wikipedia.org/wiki/XXX_(Kendrick_Lamar_song)?action=history,https://en.wikipedia.org/wiki/XXX_(Kendrick_Lamar_song)?action=edit,https://en.wikipedia.org/wiki/Talk:XXX_(Kendrick_Lamar_song),https://en.wikipedia.org/wiki/XXX_(Kendrick_Lamar_song),https://en.wikipedia.org/wiki/Special:History/XXX_(Kendrick_Lamar_song),https://en.wikipedia.org/wiki/XXX_(Kendrick_Lamar_song)?action=edit,https://en.wikipedia.org/wiki/Talk:XXX_(Kendrick_Lamar_song)
62870,39,"[{'date': '2026-05-15Z', 'views': 64143}, {'date': '2026-05-16Z', 'views': 65804}, {'date': '2026-05-17Z', 'views': 70395}, {'date': '2026-05-18Z', 'views': 65370}, {'date': '2026-05-19Z', 'views': 62870}]",standard,Ella_Bright,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Ella Bright</span></span>",Q103819183,64566946,en,ltr,1356375099,b4f6ea4c-59bc-11f1-8c27-ad3566cba6c8,2026-05-27T11:10:45Z,British and American actress (born 2006),local,"Ella Bright is a British and American actress and singer. She began her acting career as a child. For her performance in the CBBC series Malory Towers (2020–2025), she received Children's BAFTA and Emmy Award nominations. She has since starred in the Prime Video series Off Campus (2026–).","<p><b>Ella Bright</b> is a British and American actress and singer. She began her acting career as a child. For her performance in the CBBC series <i>Malory Towers</i> (2020–2025), she received Children's BAFTA and Emmy Award nominations. She has since starred in the Prime Video series <i>Off Campus</i> (2026–).</p>",Ella Bright,0,,Ella_Bright,Ella Bright,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Ella Bright</span></span>",,,,,,,,,https://en.wikipedia.org/wiki/Ella_Bright,https://en.wikipedia.org/wiki/Ella_Bright?action=history,https://en.wikipedia.org/wiki/Ella_Bright?action=edit,https://en.wikipedia.org/wiki/Talk:Ella_Bright,https://en.wikipedia.org/wiki/Ella_Bright,https://en.wikipedia.org/wiki/Special:History/Ella_Bright,https://en.wikipedia.org/wiki/Ella_Bright?action=edit,https://en.wikipedia.org/wiki/Talk:Ella_Bright
62251,40,"[{'date': '2026-05-15Z', 'views': 2072}, {'date': '2026-05-16Z', 'views': 1041}, {'date': '2026-05-17Z', 'views': 1234}, {'date': '2026-05-18Z', 'views': 7320}, {'date': '2026-05-19Z', 'views': 62251}]",standard,Eli_Junior_Kroupi,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Eli Junior Kroupi</span></span>",Q117774884,73579573,en,ltr,1356187459,7121bc3c-58c6-11f1-8f64-ca96874ea7df,2026-05-26T05:47:55Z,French footballer (born 2006),local,Eli Junior Éric Anatole Rainha Kroupi is a French professional footballer who plays as a forward for Premier League club Bournemouth.,<p><b>Eli Junior Éric Anatole Rainha Kroupi</b> is a French professional footballer who plays as a forward for Premier League club Bournemouth.</p>,Eli Junior Kroupi,0,,Eli_Junior_Kroupi,Eli Junior Kroupi,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Eli Junior Kroupi</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eli_Junior_Kroupi.jpg/330px-Eli_Junior_Kroupi.jpg,330.0,693.0,https://upload.wikimedia.org/wikipedia/commons/4/49/Eli_Junior_Kroupi.jpg,648.0,1360.0,,,https://en.wikipedia.org/wiki/Eli_Junior_Kroupi,https://en.wikipedia.org/wiki/Eli_Junior_Kroupi?action=history,https://en.wikipedia.org/wiki/Eli_Junior_Kroupi?action=edit,https://en.wikipedia.org/wiki/Talk:Eli_Junior_Kroupi,https://en.wikipedia.org/wiki/Eli_Junior_Kroupi,https://en.wikipedia.org/wiki/Special:History/Eli_Junior_Kroupi,https://en.wikipedia.org/wiki/Eli_Junior_Kroupi?action=edit,https://en.wikipedia.org/wiki/Talk:Eli_Junior_Kroupi
61422,41,"[{'date': '2026-05-15Z', 'views': 14072}, {'date': '2026-05-16Z', 'views': 20466}, {'date': '2026-05-17Z', 'views': 23216}, {'date': '2026-05-18Z', 'views': 22492}, {'date': '2026-05-19Z', 'views': 61422}]",standard,Premier_League,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Premier League</span></span>",Q9448,11250,en,ltr,1356315644,de3a5bf4-5969-11f1-a403-6f26cd2a1222,2026-05-27T01:17:46Z,English association football league,local,"The Premier League is a professional association football league in England and the highest level of the English football league system. Contested by 20 clubs, it operates on a system of promotion and relegation with the English Football League (EFL). Seasons usually run from August to May, with each team playing 38 matches: two against each other team, one home and one away. Most games are played on weekend afternoons, with occasional weekday evening fixtures.","<p>The <b>Premier League</b> is a professional association football league in England and the highest level of the English football league system. Contested by 20 clubs, it operates on a system of promotion and relegation with the English Football League (EFL). Seasons usually run from August to May, with each team playing 38 matches: two against each other team, one home and one away. Most games are played on weekend afternoons, with occasional weekday evening fixtures.</p>",Premier League,0,,Premier_League,Premier League,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Premier League</span></span>",https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Premier_League_Logo.svg/330px-Premier_League_Logo.svg.png,330.0,138.0,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Premier_League_Logo.svg/250px-Premier_League_Logo.svg.png,205.0,86.0,,,https://en.wikipedia.org/wiki/Premier_League,https://en.wikipedia.org/wiki/Premier_League?action=history,https://en.wikipedia.org/wiki/Premier_League?action=edit,https://en.wikipedia.org/wiki/Talk:Premier_League,https://en.wikipedia.org/wiki/Premier_League,https://en.wikipedia.org/wiki/Special:History/Premier_League,https://en.wikipedia.org/wiki/Premier_League?action=edit,https://en.wikipedia.org/wiki/Talk:Premier_League
60826,43,"[{'date': '2026-05-15Z', 'views': 94}, {'date': '2026-05-16Z', 'views': 110}, {'date': '2026-05-17Z', 'views': 104}, {'date': '2026-05-18Z', 'views': 107}, {'date': '2026-05-19Z', 'views': 60826}]",standard,Isak_Andic,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Isak Andic</span></span>",Q11043959,45000861,en,ltr,1355598302,575c485b-561a-11f1-8264-d5ba02e9eeec,2026-05-22T20:10:56Z,Turkish-Spanish billionaire businessman (1953–2024),local,"İsak Andiç Ermay was a Turkish-Spanish businessman, co-founder of clothing retailer Mango. As Mango's largest shareholder, Andiç was worth an estimated US$4.5 billion at the time of his death, making him the richest person in Catalonia and one of the richest in Spain. Andiç was also the second richest person in Turkey after Murat Ülker.","<p><b>İsak Andiç Ermay</b> was a Turkish-Spanish businessman, co-founder of clothing retailer Mango. As Mango's largest shareholder, Andiç was worth an estimated US$4.5 billion at the time of his death, making him the richest person in Catalonia and one of the richest in Spain. Andiç was also the second richest person in Turkey after Murat Ülker.</p>",Isak Andic,0,,Isak_Andic,Isak Andic,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Isak Andic</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Isak_Andic_i_Ermay_%28cropped%29.jpg/330px-Isak_Andic_i_Ermay_%28cropped%29.jpg,330.0,445.0,https://upload.wikimedia.org/wikipedia/commons/3/39/Isak_Andic_i_Ermay_%28cropped%29.jpg,996.0,1344.0,,,https://en.wikipedia.org/wiki/Isak_Andic,https://en.wikipedia.org/wiki/Isak_Andic?action=history,https://en.wikipedia.org/wiki/Isak_Andic?action=edit,https://en.wikipedia.org/wiki/Talk:Isak_Andic,https://en.wikipedia.org/wiki/Isak_Andic,https://en.wikipedia.org/wiki/Special:History/Isak_Andic,https://en.wikipedia.org/wiki/Isak_Andic?action=edit,https://en.wikipedia.org/wiki/Talk:Isak_Andic
59410,44,"[{'date': '2026-05-15Z', 'views': 5014}, {'date': '2026-05-16Z', 'views': 5157}, {'date': '2026-05-17Z', 'views': 26050}, {'date': '2026-05-18Z', 'views': 7479}, {'date': '2026-05-19Z', 'views': 59410}]",standard,Vaibhav_Sooryavanshi,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Vaibhav Sooryavanshi</span></span>",Q130390376,78010667,en,ltr,1355486105,2cc5af12-5590-11f1-8f1f-f33ff5a1afb5,2026-05-22T03:41:54Z,Indian cricketer (born 2011),local,"Vaibhav Sooryavanshi, alternatively spelled Suryavanshi, is an Indian cricketer who plays for Bihar in domestic cricket and Rajasthan Royals in the Indian Premier League. As a left-handed batsman, he made his first-class debut in January 2024. He is the youngest Indian List A debutant and the youngest to debut in the Indian Premier League at just the age of 13.","<p><b>Vaibhav Sooryavanshi</b>, alternatively spelled <b>Suryavanshi</b>, is an Indian cricketer who plays for Bihar in domestic cricket and Rajasthan Royals in the Indian Premier League. As a left-handed batsman, he made his first-class debut in January 2024. He is the youngest Indian List A debutant and the youngest to debut in the Indian Premier League at just the age of 13.</p>",Vaibhav Sooryavanshi,0,,Vaibhav_Sooryavanshi,Vaibhav Sooryavanshi,"<span lang=""en"" dir=""ltr""><span class=""mw-page-title-main"">Vaibhav Sooryavanshi</span></span>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Vaibhav_Suryavanshi_meets_PM_Modi.jpg/330px-Vaibhav_Suryavanshi_meets_PM_Modi.jpg,330.0,468.0,https://upload.wikimedia.org/wikipedia/commons/6/68/Vaibhav_Suryavanshi_meets_PM_Modi.jpg,407.0,577.0,,,https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi,https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi?action=history,https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi?action=edit,https://en.wikipedia.org/wiki/Talk:Vaibhav_Sooryavanshi,https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi,https://en.wikipedia.org/wiki/Special:History/Vaibhav_Sooryavanshi,https://en.wikipedia.org/wiki/Vaibhav_Sooryavanshi?action=edit,https://en.wikipedia.org/wiki/Talk:Vaibhav_Sooryavanshi
