wins,goals_for,team_name,win_percent,goals_against,goal_difference
0.717391304347826,0.6434426229508197,1,0.6906854130052725,0.34448160535117056,0.8813559322033898
0.6956521739130435,0.7254098360655739,2,0.6695957820738138,0.47157190635451507,0.8203389830508474
0.6304347826086957,0.528688524590164,3,0.6063268892794377,0.4180602006688964,0.711864406779661
0.6956521739130435,0.6598360655737705,4,0.6695957820738138,0.5016722408026756,0.735593220338983
0.782608695652174,0.9467213114754098,5,0.7539543057996486,0.5351170568561873,0.9389830508474576
0.32608695652173914,0.5573770491803278,6,0.3145869947275922,0.6354515050167224,0.5152542372881356
0.5,0.44262295081967207,7,0.4815465729349737,0.3946488294314382,0.6644067796610169
0.3695652173913043,0.4180327868852459,8,0.35500878734622143,0.5785953177257526,0.4576271186440678
0.3695652173913043,0.6926229508196722,9,0.35500878734622143,0.6923076923076923,0.5694915254237287
0.6739130434782609,0.6475409836065573,12,0.648506151142355,0.4448160535117057,0.7830508474576271
0.8043478260869564,0.7418032786885247,13,0.7750439367311074,0.3511705685618729,0.9559322033898305
0.5652173913043478,0.6434426229508197,14,0.5448154657293498,0.4983277591973244,0.7254237288135593
0.9130434782608695,0.7131147540983607,15,0.8787346221441125,0.38795986622073586,0.8949152542372881
0.08695652173913046,0.3114754098360656,16,0.08435852372583483,0.9431438127090301,0.0
0.5434782608695652,0.6926229508196722,17,0.523725834797891,0.6655518394648829,0.5966101694915253
0.7391304347826088,0.7131147540983607,18,0.7117750439367312,0.5685618729096991,0.711864406779661
0.5217391304347826,0.6229508196721312,19,0.5026362038664324,0.5919732441471572,0.6135593220338983
0.5,0.5204918032786885,20,0.4815465729349737,0.5016722408026756,0.6203389830508474
0.6521739130434783,0.5942622950819672,21,0.6274165202108963,0.5618729096989967,0.6203389830508474
0.4347826086956522,0.40573770491803274,22,0.4182776801405975,0.4548494983277592,0.5728813559322034
0.717391304347826,0.6352459016393444,23,0.6906854130052725,0.4280936454849499,0.7898305084745763
0.6739130434782609,0.6311475409836065,24,0.648506151142355,0.5384615384615384,0.6745762711864406
0.6304347826086957,0.6229508196721312,25,0.6063268892794377,0.49498327759197325,0.711864406779661
0.30434782608695654,0.49180327868852447,26,0.29349736379613356,0.765886287625418,0.3288135593220339
0.13043478260869565,0.0,10,0.3760984182776802,0.16387959866220736,0.5322033898305084
0.3695652173913043,0.10245901639344257,0,0.7785588752196838,0.040133779264214076,0.7423728813559322
0.26086956521739135,0.020491803278688492,1,0.5957820738137083,0.013377926421404729,0.7016949152542372
0.30434782608695654,0.15573770491803274,2,0.6695957820738138,0.06688963210702342,0.7593220338983051
0.30434782608695654,0.12704918032786883,3,0.6695957820738138,0.0,0.8033898305084746
0.15217391304347824,0.04508196721311475,4,0.4130052724077329,0.06688963210702342,0.6677966101694914
0.5,0.22540983606557374,5,0.9999999999999999,0.006688963210702392,0.8779661016949152
0.5217391304347826,0.6229508196721312,19,0.5026362038664324,0.5919732441471572,
0.5,0.5204918032786885,20,0.4815465729349737,0.5016722408026756,
0.6521739130434783,0.5942622950819672,21,0.6274165202108963,0.5618729096989967,
0.4347826086956522,0.40573770491803274,22,0.4182776801405975,0.4548494983277592,
0.717391304347826,0.6352459016393444,23,0.6906854130052725,0.4280936454849499,
0.6739130434782609,0.6311475409836065,24,0.648506151142355,0.5384615384615384,
0.6304347826086957,0.6229508196721312,25,0.6063268892794377,0.49498327759197325,
0.30434782608695654,0.49180327868852447,26,0.29349736379613356,0.765886287625418,
0.13043478260869565,0.0,10,0.3760984182776802,0.16387959866220736,
0.3695652173913043,0.10245901639344257,0,0.7785588752196838,0.040133779264214076,
